"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.748814310E-1,2.360687256E0,1.295741272E1,2.609680176E0,1.342675759E1
6.799168320E-1,2.422927856E0,1.292390442E1,2.427719116E0,1.337130154E1
6.849217150E-1,2.379837036E0,1.273715210E1,2.288864136E0,1.315817491E1
6.899571150E-1,2.308013916E0,1.244984436E1,2.126052856E0,1.283922325E1
6.949925150E-1,2.245758057E0,1.218649292E1,1.920150757E0,1.253957806E1
7.000279160E-1,2.212249756E0,1.202847290E1,1.848327637E0,1.236909553E1
7.050327990E-1,2.106903076E0,1.201889038E1,1.910568237E0,1.235083145E1
7.100681990E-1,1.891418457E0,1.208114624E1,2.130844116E0,1.241257648E1
7.151035990E-1,1.570602417E0,1.215776062E1,2.308013916E0,1.247416785E1
7.201390000E-1,1.206680298E0,1.211944580E1,2.379837036E0,1.240970057E1
7.251438830E-1,6.751708984E-1,1.188481140E1,2.159576416E0,1.209827955E1
7.301792830E-1,1.580200195E-1,1.148738098E1,1.637634277E0,1.160459987E1
7.352146830E-1,-2.681579590E-1,1.100375366E1,8.954315186E-1,1.104338268E1
7.402195660E-1,-5.123596191E-1,1.053448486E1,2.729339600E-1,1.055046808E1
7.452549670E-1,-6.272735596E-1,1.013705444E1,-5.746459961E-2,1.015660608E1
7.502903670E-1,-7.709350586E-1,9.792282104E0,-8.140563965E-2,9.822919961E0
7.553257670E-1,-1.000778198E0,9.490615845E0,1.197052002E-1,9.543986350E0
7.603306500E-1,-1.225830078E0,9.241622925E0,4.405364990E-1,9.332969842E0
7.653660510E-1,-1.312026978E0,9.050079346E0,8.331756592E-1,9.182566778E0
7.704014510E-1,-1.312026978E0,8.997406006E0,1.283294678E0,9.182677978E0
7.754063340E-1,-1.201889038E0,9.016571045E0,1.580169678E0,9.232552566E0
7.804417340E-1,-9.528961182E-1,9.093185425E0,1.762130737E0,9.311237131E0
7.854771350E-1,-6.177062988E-1,9.251190186E0,1.814804077E0,9.447729609E0
7.905125350E-1,-1.819610596E-1,9.461883545E0,1.632843018E0,9.603464290E0
7.955174180E-1,4.357452393E-1,9.720458984E0,1.331176758E0,9.820856803E0
8.005528180E-1,1.000778198E0,9.921569824E0,9.816284180E-1,1.002011473E1
8.055882180E-1,1.479614258E0,1.009873962E1,5.650329590E-1,1.022218482E1
8.106236190E-1,1.752548218E0,1.020408630E1,2.489929199E-1,1.035648589E1
8.156285020E-1,1.968032837E0,1.025196838E1,-7.182312012E-2,1.043940456E1
8.206639020E-1,2.068588257E0,1.023281860E1,-4.740447998E-1,1.045056709E1
8.256993020E-1,2.106903076E0,1.016578674E1,-7.805023193E-1,1.041112120E1
8.307041850E-1,2.059020996E0,1.002691650E1,-9.528961182E-1,1.028040043E1
8.357395860E-1,1.920150757E0,9.840164185E0,-1.015136719E0,1.007701904E1
8.407749860E-1,1.623275757E0,9.639053345E0,-9.672546387E-1,9.822522848E0
8.458103860E-1,1.158798218E0,9.447525024E0,-7.900848389E-1,9.551061535E0
8.508152690E-1,7.134704590E-1,9.303863525E0,-6.177062988E-1,9.351602946E0
8.558506700E-1,3.543395996E-1,9.241622925E0,-4.788360596E-1,9.260800981E0
8.608860700E-1,3.831481934E-2,9.217681885E0,-2.920989990E-1,9.222388475E0
8.658909530E-1,-3.256072998E-1,9.198516846E0,4.791259766E-3,9.204279180E0
8.709263530E-1,-5.506591797E-1,9.155426025E0,2.968750000E-1,9.176774270E0
8.759617540E-1,-8.666992188E-1,9.016571045E0,4.165954590E-1,9.067704931E0
8.809971540E-1,-1.187530518E0,8.863342285E0,4.261627197E-1,8.952691208E0
8.860020370E-1,-1.503555298E0,8.734054565E0,4.644775391E-1,8.874690252E0
8.910374370E-1,-1.762130737E0,8.671798706E0,5.410919189E-1,8.865550067E0
8.960728380E-1,-1.877059937E0,8.662216187E0,5.506591797E-1,8.880347336E0
9.011082380E-1,-2.087738037E0,8.671798706E0,6.464385986E-1,8.942965155E0
9.061131210E-1,-2.260131836E0,8.695739746E0,7.565612793E-1,9.016455546E0
9.111485210E-1,-2.446868896E0,8.690948486E0,8.619079590E-1,9.069875320E0
9.161839220E-1,-2.633621216E0,8.695739746E0,9.624633789E-1,9.136639765E0
9.211888040E-1,-2.705444336E0,8.724472046E0,9.433135986E-1,9.182901615E0
9.262242050E-1,-2.633621216E0,8.762771606E0,9.050140381E-1,9.194627635E0
9.312596050E-1,-2.547424316E0,8.825027466E0,8.140258789E-1,9.221340388E0
9.362950060E-1,-2.413360596E0,8.916000366E0,7.422027588E-1,9.266619493E0
9.412998880E-1,-2.284072876E0,8.983047485E0,6.799468994E-1,9.293786032E0
9.463352890E-1,-2.073379517E0,9.026138306E0,6.129150391E-1,9.281472953E0
9.513706890E-1,-1.853118896E0,9.006988525E0,5.458831787E-1,9.211833715E0
9.564060900E-1,-1.666366577E0,8.983047485E0,4.740447998E-1,9.148586676E0
9.614109720E-1,-1.455673218E0,8.992614746E0,3.782806396E-1,9.117521633E0
9.664463730E-1,-1.197097778E0,8.987838745E0,3.591308594E-1,9.074318893E0
9.714817730E-1,-9.385223389E-1,8.939956665E0,3.160400391E-1,8.994638996E0
9.764866560E-1,-7.230529785E-1,8.892059326E0,3.926544189E-1,8.930044914E0
9.815220560E-1,-5.746154785E-1,8.825027466E0,5.746154785E-1,8.862362872E0
9.865574570E-1,-4.165954590E-1,8.719680786E0,7.038879395E-1,8.757958839E0
9.915928570E-1,-2.873077393E-1,8.580825806E0,8.188171387E-1,8.624591512E0
9.965977400E-1,-1.580200195E-1,8.465896606E0,9.720458984E-1,8.522983568E0
1.001633140E0,-9.576416016E-2,8.331817627E0,1.091751099E0,8.403587103E0
1.006668541E0,-1.771697998E-1,8.197753906E0,1.254562378E0,8.295088005E0
1.011703941E0,-2.825164795E-1,8.063674927E0,1.398208618E0,8.188873929E0
1.016708824E0,-3.112487793E-1,8.020568848E0,1.484405518E0,8.162711571E0
1.021744224E0,-4.070129395E-1,8.034942627E0,1.594543457E0,8.201739534E0
1.026779625E0,-5.506591797E-1,8.130706787E0,1.675933838E0,8.319878161E0
1.031784508E0,-8.475494385E-1,8.264785767E0,1.757339478E0,8.491953006E0
1.036819908E0,-1.063018799E0,8.413223267E0,1.790863037E0,8.667152077E0
1.041855308E0,-1.264144897E0,8.619125366E0,1.805221558E0,8.896415529E0
1.046890709E0,-1.474822998E0,8.848968506E0,1.814804077E0,9.152751517E0
1.051895592E0,-1.589752197E0,9.093185425E0,1.781280518E0,9.401398486E0
