BioWare 3.0 Export
Device:	Platform 1 9286AA	Platform 1 9286AA	Platform 1 9286AA	Platform 1 9286AA
Samples (#):	6533	6533	6533	6533
Rate (Hz):	200.000000	200.000000	200.000000	200.000000
Contact period start (sample #):	0	0	0	0
Contact period end (sample #):	6532	6532	6532	6532
Contact period start time (s):	0.000000	0.000000	0.000000	0.000000
Contact period end time (s):	32.660000	32.660000	32.660000	32.660000
First sample time (s):	0.000000	0.000000	0.000000	0.000000
Normalized force (N):	692.799622	692.799622	692.799622	692.799622
Normalized length (m):	1000.000000	1000.000000	1000.000000	1000.000000
abs time (s)	Fx	Fy	Fz	Ft
	N	N	N	N
0.755000	-2.244320	0.557922	578.850662	578.855282
0.760000	-2.477820	0.402218	577.226166	577.231624
0.765000	-2.866987	-0.022668	575.770416	575.777555
0.770000	-2.633487	0.170312	576.798340	576.804377
0.775000	-2.867583	0.093285	576.199524	576.206667
0.780000	-2.867285	0.131386	575.515549	575.522706
0.785000	-2.438755	0.518996	577.826294	577.831673
0.790000	-2.360921	0.751727	579.195915	579.201215
0.795000	-2.944523	0.248164	576.457184	576.464757
0.800000	-2.672255	0.324779	577.227646	577.233923
0.805000	-2.633487	0.480070	577.913101	577.919301
0.810000	-2.906053	0.209238	576.458031	576.465394
0.815000	-2.905457	0.287503	576.886719	576.894107
0.820000	-2.944821	0.131386	576.629768	576.637303
0.825000	-2.905457	0.363705	577.230095	577.237522
0.830000	-2.828517	0.170312	576.544678	576.551641
0.835000	-2.205552	0.827929	579.711227	579.716014
0.840000	-2.361814	0.634949	579.284271	579.289434
0.845000	-2.167082	0.905781	580.909561	580.914309
0.850000	-1.933582	1.061898	580.910133	580.914322
0.855000	-2.439350	0.634949	578.685593	578.691082
0.860000	-2.711618	0.363292	578.000664	578.007139
0.865000	-2.827922	0.557922	577.659676	577.666867
0.870000	-2.477820	0.673462	577.060570	577.066282
0.875000	-2.828517	0.596023	577.317307	577.324543
0.880000	-2.244320	0.866855	579.970718	579.975709
0.885000	-2.399987	0.789415	578.260147	578.265666
0.890000	-2.477225	0.904956	578.945549	578.951556
0.895000	-2.400285	0.944294	578.688568	578.694316
0.900000	-2.128314	1.060660	579.032181	579.037064
0.905000	-2.712214	0.557096	576.635468	576.642115
0.910000	-2.634083	0.672637	577.491302	577.497702
0.915000	-2.517184	0.595610	578.518410	578.524193
0.920000	-2.945714	0.557096	577.492813	577.500595
0.925000	-2.361814	0.634536	578.348068	578.353239
0.930000	-2.245213	0.866442	579.631935	579.636931
0.935000	-2.673148	0.750077	578.263962	578.270627
0.940000	-3.023845	0.400980	576.295944	576.304017
0.945000	-2.595613	0.440319	577.408920	577.414922
0.950000	-2.673446	0.787352	578.521950	578.528663
0.955000	-3.140149	0.400155	576.296890	576.305584
0.960000	-3.101679	0.401392	576.297295	576.305781
0.965000	-3.257643	0.362054	575.698509	575.707840
0.970000	-3.024143	0.555034	575.957169	575.965375
0.975000	-2.945714	0.671399	577.154579	577.162487
0.980000	-3.101679	0.516520	576.555656	576.564231
0.985000	-3.607447	0.400980	574.844315	574.855774
0.990000	-2.751279	0.670987	577.754333	577.761274
0.995000	-2.906351	0.554208	577.070625	577.078210
1.000000	-2.945714	0.515695	576.299042	576.306801
1.005000	-3.179214	0.283376	575.528770	575.537621
1.010000	-3.101381	0.437843	576.214828	576.223341
1.015000	-2.945714	0.282964	576.725815	576.733407
1.020000	-3.295518	0.206762	575.099815	575.109295
1.025000	-2.712512	0.205112	576.726395	576.732810
1.030000	-2.984482	0.322302	576.298576	576.306394
1.035000	-3.101977	0.283376	576.041679	576.050101
1.040000	-2.634678	0.592722	577.924583	577.930893
1.045000	-2.790643	0.708675	577.325981	577.333161
1.050000	-2.245213	1.134798	579.720963	579.726421
1.055000	-2.362708	0.902480	578.094353	578.099885
1.060000	-2.323344	0.940581	578.609169	578.614598
1.065000	-2.324833	0.825040	578.607597	578.612856
1.070000	-2.635274	0.476356	576.982178	576.988392
1.075000	-2.206743	0.630410	578.523056	578.527608
1.080000	-2.440839	0.668923	578.350990	578.356528
1.085000	-2.712809	0.514044	577.237999	577.244602
1.090000	-2.090142	1.018020	580.062904	580.067563
1.095000	-2.207041	0.862316	578.777077	578.781927
1.100000	-2.013202	1.018020	580.061180	580.065567
1.105000	-2.441137	0.591484	577.579857	577.585318
1.110000	-2.441137	0.591484	577.836342	577.841801
1.115000	-2.440839	0.591484	578.434120	578.439572
1.120000	-2.013202	0.940168	579.461250	579.465510
1.125000	-2.246702	0.746775	578.947044	578.951885
1.130000	-1.819065	1.016782	579.975563	579.979307
1.135000	-2.091631	0.707437	579.204399	579.208608
1.140000	-1.974136	1.055708	579.888863	579.893184
1.145000	-2.441435	0.514044	577.321655	577.327046
1.150000	-2.363601	0.591484	578.091415	578.096550
1.155000	-2.480202	0.552557	577.835052	577.840639
1.160000	-2.714298	0.436192	576.551292	576.557847
1.165000	-2.791536	0.165360	575.524323	575.531116
1.170000	-1.818767	1.016370	579.718567	579.722311
1.175000	-2.285768	0.783638	578.007507	578.012558
1.180000	-2.285470	0.939343	578.776680	578.781955
1.185000	-2.130399	0.784463	578.863647	578.868099
1.190000	-2.402667	0.629584	577.067596	577.072942
1.195000	-2.481096	0.667686	577.408585	577.414301
1.200000	-2.363899	0.590659	576.641266	576.646414
1.205000	-2.675233	0.396853	576.555359	576.561702
1.210000	-2.908435	0.552145	575.871384	575.878993
1.215000	-2.674935	0.513219	576.983322	576.989751
1.220000	-2.674935	0.668510	577.240440	577.247025
1.225000	-2.752470	0.745950	577.410980	577.418022
1.230000	-2.986864	0.513219	575.872643	575.880617
1.235000	-2.558036	0.901242	578.783493	578.789848
1.240000	-2.558036	0.900004	578.269234	578.275592
1.245000	-3.063804	0.552145	576.216019	576.224428
1.250000	-2.597399	0.707024	578.269196	578.275461
1.255000	-3.220067	0.164948	575.272621	575.281657
1.260000	-2.247595	1.056121	579.210266	579.215590
1.265000	-2.596804	0.784463	577.669632	577.676001
1.270000	-2.558036	0.978269	578.612465	578.618946
1.275000	-2.714000	0.861078	576.985527	576.992553
1.280000	-2.752470	0.745537	577.070351	577.077396
1.285000	-2.363601	0.784463	578.012199	578.017564
1.290000	-2.518970	0.629584	576.901093	576.906935
1.295000	-2.363601	1.016370	578.183952	578.189677
1.300000	-2.324833	0.900004	578.698257	578.703627
1.305000	-2.363601	1.016782	578.441307	578.447030
1.310000	-2.324238	1.133148	578.612442	578.618220
1.315000	-2.830602	0.590659	576.643585	576.650835
1.320000	-2.246404	1.056121	579.638786	579.644101
1.325000	-2.597399	0.784463	577.327812	577.334188
1.330000	-2.557142	0.668510	577.927979	577.934022
1.335000	-2.051970	1.288852	580.325401	580.330460
1.340000	-2.752470	0.630410	577.071739	577.078648
1.345000	-2.752470	0.359578	577.500359	577.507030
1.350000	-2.441137	0.513632	577.670937	577.676323
1.355000	-2.518970	0.708262	578.099754	578.105676
1.360000	-2.752470	0.552970	577.158607	577.165436
1.365000	-2.362708	0.939343	578.442940	578.448528
1.370000	-2.479607	0.940168	578.871422	578.877496
1.375000	-2.440839	0.747188	578.356453	578.362086
1.380000	-2.557738	0.785289	578.701714	578.707899
1.385000	-3.063804	0.398092	576.904305	576.912577
1.390000	-3.025036	0.243625	575.877769	575.885766
1.395000	-2.830006	0.862316	577.675720	577.683296
1.400000	-3.218876	0.398504	575.536400	575.545539
1.405000	-3.413310	0.475118	575.451012	575.461331
1.410000	-3.413608	0.552557	576.479095	576.489467
1.415000	-3.063804	0.708675	576.564766	576.573342
1.420000	-3.181001	0.708262	576.907936	576.917141
1.425000	-3.025036	0.940168	578.021172	578.029852
1.430000	-2.985971	1.055708	578.878418	578.887082
1.435000	-3.297304	0.707437	577.850151	577.859991
1.440000	-3.219471	1.017195	578.704819	578.714668
1.445000	-3.297602	0.978269	579.220367	579.230580
1.450000	-3.881502	0.398092	575.454971	575.468199
1.455000	-3.298198	0.863966	578.194244	578.204297
1.460000	-2.986269	0.940993	580.505272	580.513716
1.465000	-3.764900	0.552970	576.996735	577.009282
1.470000	-3.413906	1.056121	579.563843	579.574860
1.475000	-3.375435	0.939343	578.451096	578.461707
1.480000	-3.064400	1.095047	579.649323	579.658457
1.485000	-3.181299	0.979094	578.195122	578.204703
1.490000	-3.259132	1.055708	578.880234	578.890371
1.495000	-3.025036	1.365054	579.734856	579.744355
1.500000	-3.881502	0.591484	576.056549	576.069929
1.505000	-3.375435	1.133148	578.110931	578.121896
1.510000	-3.725835	0.591071	575.713890	575.726250
1.515000	-3.259132	1.055708	577.940582	577.950736
1.520000	-3.531102	0.591484	575.201401	575.212543
1.525000	-3.336668	0.629584	577.427719	577.437703
1.530000	-3.414203	0.591484	575.544830	575.555261
1.535000	-3.336370	0.862316	576.313141	576.323443
1.540000	-3.220067	0.475943	575.286591	575.295799
1.545000	-3.258536	0.514044	575.628967	575.638420
1.550000	-2.597697	1.094635	577.424255	577.431136
1.555000	-2.363303	0.940168	579.222282	579.227867
1.560000	-2.402369	1.095047	579.392014	579.398029
1.565000	-2.986269	0.204286	575.797676	575.805456
1.570000	-2.985673	0.204286	575.456223	575.464004
1.575000	-3.063804	0.321065	576.224335	576.232569
1.580000	-2.557738	0.591071	577.507393	577.513359
1.585000	-2.674935	0.475118	576.567589	576.573990
1.590000	-2.441137	0.591484	578.449707	578.455160
1.595000	-2.323940	0.513632	578.106171	578.111070
1.600000	-2.557738	0.513632	577.421204	577.427097
1.605000	-2.285470	0.745537	579.133827	579.138817
1.610000	-2.285172	0.552557	578.275993	578.280772
1.615000	-2.518672	0.126021	575.966400	575.971921
1.620000	-2.324238	0.513219	578.448586	578.453483
1.625000	-2.245511	0.513632	578.191124	578.195713
1.630000	-2.089844	0.668098	578.961838	578.965995
1.635000	-2.556547	0.280488	576.907509	576.913242
1.640000	-2.790345	-0.028857	574.767738	574.774512
1.645000	-2.751577	-0.145223	575.108582	575.115182
1.650000	-2.284577	0.126021	576.221703	576.226245
1.655000	-2.400880	0.357515	577.590294	577.595394
1.660000	-2.479011	0.358340	576.820534	576.825972
1.665000	-2.400880	0.319001	576.905739	576.910823
1.670000	-2.206148	0.552145	578.190453	578.194925
1.675000	-2.478118	0.280075	576.392967	576.398362
1.680000	-2.751279	0.126434	575.623169	575.629758
1.685000	-2.555951	0.357927	577.677681	577.683446
1.690000	-2.283683	0.862316	578.190887	578.196040
1.695000	-2.128314	1.132735	579.473648	579.478664
1.700000	-2.283088	1.093809	579.474792	579.480322
1.705000	-2.439350	0.899591	578.961319	578.967157
1.710000	-2.400582	1.017195	579.216995	579.222863
1.715000	-2.712512	0.667686	577.934441	577.941192
1.720000	-2.321856	1.249101	580.245499	580.251489
1.725000	-2.984184	0.513632	575.880959	575.888919
1.730000	-2.633189	0.784463	579.048386	579.054904
1.735000	-3.022952	0.436192	577.421997	577.430075
1.740000	-2.828517	0.707437	577.677124	577.684482
1.745000	-2.516886	1.017195	579.390701	579.397061
1.750000	-2.906053	0.667686	576.995102	577.002806
1.755000	-2.167380	1.132735	580.330833	580.335986
1.760000	-2.283088	0.939343	579.304031	579.309292
1.765000	-2.477225	0.862316	578.277054	578.283003
1.770000	-2.906053	0.475118	575.453049	575.460583
1.775000	-2.555058	0.745537	577.763229	577.769360
1.780000	-2.478118	0.513632	576.480370	576.485925
1.785000	-2.322153	0.668510	577.077843	577.082902
1.790000	-2.555058	0.475118	576.051498	576.057361
1.795000	-2.282492	0.591484	577.249016	577.253831
1.800000	-2.749493	0.165773	574.253052	574.259658
1.805000	-2.243724	0.629997	577.676155	577.680856
1.810000	-2.243724	0.398504	577.162941	577.167440
1.815000	-2.360921	0.475943	577.418404	577.423426
1.820000	-1.932688	0.630410	578.361420	578.364992
1.825000	-1.893921	0.708262	578.190308	578.193843
1.830000	-2.010224	0.630410	577.847420	577.851260
1.835000	-1.776724	0.629997	578.617546	578.620617
1.840000	-1.932986	0.359990	577.333260	577.336608
1.845000	-1.777915	0.591896	578.189690	578.192726
1.850000	-2.283088	0.205524	575.880051	575.884613
1.855000	-2.244320	0.088746	575.536140	575.540523
1.860000	-2.243724	0.244038	576.990837	576.995251
1.865000	-2.360028	0.205524	576.307289	576.312158
1.870000	-2.126230	0.359990	576.819725	576.823756
1.875000	-2.282492	0.282964	576.650810	576.655397
1.880000	-2.555058	0.089571	575.623253	575.628930
1.885000	-1.776426	0.863141	578.447495	578.450866
1.890000	-2.010224	0.670574	578.019005	578.022889
1.895000	-2.009926	0.824628	579.645630	579.649701
1.900000	-2.399689	0.515695	576.135880	576.141108
1.905000	-1.776724	0.786114	578.533813	578.537076
1.910000	-2.244320	0.591896	577.164528	577.169195
1.915000	-1.815492	0.901654	578.962791	578.966340
1.920000	-2.010224	0.786114	578.107697	578.111726
1.925000	-2.593826	0.437430	576.480370	576.486371
1.930000	-2.360921	0.592722	578.192947	578.198071
1.935000	-2.477820	0.825040	577.935333	577.941234
1.940000	-2.049885	1.096285	579.564140	579.568802
1.945000	-2.478118	0.786114	578.021629	578.027476
1.950000	-2.555951	0.515695	577.851143	577.857026
1.955000	-2.244320	0.863966	580.162292	580.167277
1.960000	-2.866987	0.167423	576.825165	576.832314
1.965000	-2.478118	0.708262	579.307076	579.312809
1.970000	-2.672255	0.360403	578.024117	578.030406
1.975000	-2.751279	0.282964	577.338554	577.345179
1.980000	-2.634083	0.359990	578.109360	578.115473
1.985000	-2.439350	0.593134	578.795349	578.800793
1.990000	-3.178917	-0.065308	576.398804	576.407573
1.995000	-2.984184	0.282551	576.996338	577.004124
2.000000	-2.790345	0.398504	578.023682	578.030554
2.005000	-2.751577	0.321065	578.024155	578.030793
2.010000	-2.673446	0.360403	578.280624	578.286916
2.015000	-2.830006	0.088746	577.339699	577.346642
2.020000	-2.712512	0.359990	579.736794	579.743251
2.025000	-2.946607	0.321477	578.793625	578.801215
2.030000	-2.867881	0.359990	578.367355	578.374578
2.035000	-2.556547	0.591484	579.735847	579.741786
2.040000	-2.830304	0.088746	578.281387	578.288320
2.045000	-2.518672	0.359990	580.078560	580.084140
2.050000	-2.401773	0.475118	580.250092	580.255257
2.055000	-2.556547	0.320652	579.309418	579.315148
2.060000	-3.219471	-0.143985	575.801582	575.810601
2.065000	-2.712512	0.205112	576.315315	576.321735
2.070000	-3.180108	-0.530770	574.347153	574.356202
2.075000	-3.023845	-0.143985	575.973953	575.981909
2.080000	-3.219471	-0.298452	575.118240	575.127329
2.085000	-3.101977	-0.259526	575.032890	575.041316
2.090000	-3.529614	-0.724988	573.920288	573.931599
2.095000	-2.830006	0.010481	576.486580	576.493526
2.100000	-3.141340	-0.298452	574.777008	574.785670
2.105000	-2.557142	0.203461	578.199821	578.205512
2.110000	-2.868774	-0.105059	576.744553	576.751697
2.115000	-3.218876	-0.259938	575.974487	575.983540
2.120000	-3.101381	-0.143985	576.315605	576.323968
2.125000	-2.673744	0.088333	578.027359	578.033550
2.130000	-2.830006	-0.066133	576.913612	576.920557
2.135000	-2.830602	-0.413992	575.801765	575.808872
2.140000	-2.712809	0.010894	577.341080	577.347453
2.145000	-2.595910	-0.105884	577.940498	577.946338
2.150000	-2.089844	0.359578	580.594673	580.598546
2.155000	-2.596208	-0.105059	578.282089	578.287927
2.160000	-2.674339	-0.182499	577.682068	577.688287
2.165000	-2.323940	0.359578	579.736298	579.741067
2.170000	-2.479905	0.049407	578.623894	578.629210
2.175000	-2.362708	0.011719	578.795731	578.800553
2.180000	-2.245809	-0.104647	578.450722	578.455091
2.185000	-2.129207	0.513632	580.674965	580.679096
2.190000	-2.479607	-0.066133	578.878479	578.883793
2.195000	-2.441137	0.011719	578.022514	578.027669
2.200000	-2.324238	0.088333	579.818863	579.823528
2.205000	-2.557738	-0.376716	578.534164	578.539941
2.210000	-2.518672	-0.182499	577.936615	577.942132
2.215000	-2.635274	-0.105884	579.219666	579.225670
2.220000	-2.479905	-0.142747	579.304184	579.309510
2.225000	-2.869072	-0.491844	576.651787	576.659134
2.230000	-2.518970	-0.414817	576.994400	577.000048
2.235000	-2.245809	-0.066958	578.877419	578.881779
2.240000	-2.363006	-0.105059	577.592949	577.597792
2.245000	-2.557142	-0.182911	577.165955	577.171648
2.250000	-2.479607	-0.145223	577.165031	577.170376
2.255000	-2.635274	-0.183737	576.310951	576.317006
2.260000	-2.479905	-0.182911	576.908592	576.913951
2.265000	-2.402071	0.127259	577.508316	577.513326
2.270000	-2.284279	0.474706	578.536095	578.540799
2.275000	-2.673446	-0.143573	575.968430	575.974652
2.280000	-2.751577	-0.376304	576.139786	576.146479
2.285000	-3.101679	-0.608622	573.914299	573.923003
2.290000	-2.946607	-0.415642	574.427483	574.435190
2.295000	-2.479905	-0.299690	575.455849	575.461270
2.300000	-2.712512	-0.143985	575.882507	575.888914
2.305000	-2.090142	0.242800	578.192490	578.196318
2.310000	-2.751577	-0.182911	575.540573	575.547180
2.315000	-2.440839	0.552557	577.849541	577.854960
2.320000	-2.635274	-0.260763	575.710312	575.716402
2.325000	-2.596804	-0.259526	576.052963	576.058875
2.330000	-2.324238	0.088333	577.251106	577.255792
2.335000	-2.518672	-0.182911	576.138107	576.143642
2.340000	-2.090440	0.513632	579.560783	579.564781
2.345000	-2.323940	-0.066958	577.335541	577.340222
2.350000	-2.713107	-0.028445	576.394371	576.400757
2.355000	-2.129505	0.204286	578.274910	578.278867
2.360000	-2.324535	0.086683	578.274658	578.279337
2.365000	-1.818172	0.552557	580.415047	580.418157
2.370000	-2.363006	-0.143985	577.504204	577.509056
2.375000	-1.973243	0.434954	579.988304	579.991824
2.380000	-2.246404	0.319001	578.359688	578.364138
2.385000	-1.817874	0.667686	580.242661	580.245892
2.390000	-1.819065	0.396853	579.215019	579.218012
2.395000	-1.974136	0.241562	578.360870	578.364290
2.400000	-1.585267	0.318588	580.157516	580.159770
2.405000	-2.129207	0.434954	577.846436	577.850522
2.410000	-2.167975	0.241149	576.478477	576.482604
2.415000	-2.479607	-0.069021	576.221497	576.226836
2.420000	-2.557142	-0.185387	574.766464	574.772182
2.425000	-1.935071	0.279663	577.762955	577.766263
2.430000	-2.830304	-0.223901	574.253174	574.260192
2.435000	-2.518672	-0.223901	576.136147	576.141695
2.440000	-2.636167	-0.223075	575.108116	575.114201
2.445000	-2.986269	-0.417706	575.107773	575.115678
2.450000	-2.870561	-0.184562	575.192802	575.199995
2.455000	-2.636465	-0.302165	574.936913	574.943037
2.460000	-2.481096	-0.146874	577.504501	577.509850
2.465000	-2.208530	0.085857	577.588928	577.593157
2.470000	-2.402964	-0.029683	576.560837	576.565845
2.475000	-2.324833	0.162884	578.530113	578.534807
2.480000	-2.403560	0.008831	578.272797	578.277792
