"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
8.055190068E1,6.129156351E-1,9.991003990E0,1.278503656E0
8.056792218E1,6.224924326E-1,1.029746151E1,1.326387763E0
8.058394368E1,7.374141216E-1,1.010353088E1,1.182735682E0
8.059996518E1,8.212111592E-1,9.387664795E0,8.786720037E-1
8.061598668E1,9.792284966E-1,9.009381294E0,9.409212470E-1
8.063203870E1,1.204283476E0,9.038111687E0,7.469909191E-1
8.064806020E1,1.374271750E0,9.548076630E0,7.852981687E-1
8.066408170E1,1.922544003E0,1.034295177E1,7.996633649E-1
8.068010320E1,2.724601507E0,1.084812832E1,3.184288144E-1
8.069612469E1,3.246537447E0,1.127190113E1,-1.819593310E-1
8.071214619E1,3.045424461E0,1.155920601E1,2.226607651E-1
8.072816769E1,2.401384354E0,1.169806957E1,8.523358107E-1
8.074418919E1,2.037465572E0,1.137964058E1,1.197100803E-2
8.076021069E1,1.482010841E0,1.050336266E1,4.908113480E-1
8.077626271E1,1.204283476E0,9.737217903E0,4.979939461E-1
8.079228420E1,8.116343617E-1,8.935160637E0,8.523358107E-1
8.080830571E1,1.058237195E0,8.834604263E0,1.558625340E0
8.082432720E1,1.225831270E0,9.220070839E0,1.242590666E0
8.084034870E1,1.230619669E0,9.399636269E0,7.757213712E-1
8.085637020E1,1.290474772E0,9.358934402E0,4.453215301E-1
8.087242222E1,1.460463047E0,9.198522568E0,3.016694188E-1
8.088844372E1,1.692700624E0,9.138668060E0,5.171475410E-1
8.090446522E1,1.429338455E0,9.263166428E0,5.746083856E-1
8.092048672E1,1.041477680E0,9.299078941E0,7.972691655E-1
8.093650822E1,9.193734527E-1,9.095572472E0,5.410895944E-1
8.095256023E1,1.103726983E0,8.858546257E0,6.679822803E-1
8.096858173E1,1.249773264E0,8.918401718E0,8.355764151E-1
8.098460323E1,1.003170490E0,9.021351814E0,6.919242740E-1
8.100062473E1,9.337386489E-1,9.074024200E0,8.930372596E-1
8.101664623E1,1.058237195E0,9.234436035E0,8.116343617E-1
8.103269824E1,1.271321058E0,9.148244858E0,5.458779931E-1
8.104871974E1,1.594538331E0,8.595184326E0,4.333505034E-1
8.106474124E1,1.747767210E0,7.996633530E0,5.075707436E-1
8.108079326E1,1.431732655E0,7.872135162E0,1.027112484E0
8.109681476E1,1.350329757E0,7.522581577E0,1.450886250E0
8.111283626E1,1.584961534E0,8.449137688E0,1.747767210E0
8.112885776E1,1.508347034E0,8.918401718E0,1.628057122E0
8.114487925E1,1.249773264E0,9.109937668E0,3.615244627E-1
8.116093127E1,1.355118155E0,8.231265068E0,-3.950432837E-1
8.117695277E1,1.709460020E0,6.734889507E0,2.825157940E-1
8.119297427E1,1.546654344E0,7.592013359E0,1.261744261E0
8.120899577E1,9.911994934E-1,8.250418663E0,1.539471745E0
8.122501727E1,7.110779285E-1,9.435548782E0,1.443703651E0
8.124103877E1,1.127668977E0,1.005085850E1,8.068459630E-1
8.125706026E1,1.010353088E0,1.038604736E1,2.633621991E-1
8.127308176E1,1.446097851E0,1.042674828E1,-6.464344263E-2
8.128910326E1,2.094926596E0,1.049857426E1,4.788403511E-1
8.130515528E1,2.458845139E0,1.048660374E1,3.998316824E-1
8.132117678E1,2.588132143E0,8.511386871E0,5.793967843E-1
8.133719828E1,2.446874142E0,7.977479935E0,1.529894829E0
8.135321978E1,2.719813108E0,7.678205013E0,1.757344007E0
8.136924128E1,3.371036053E0,8.061277390E0,1.412579060E0
8.138526278E1,3.746925592E0,8.394071579E0,1.261744261E0
8.140128427E1,3.785232782E0,8.602366447E0,9.217676520E-1
8.141730577E1,3.224989653E0,8.585607529E0,8.762778044E-1
8.143335779E1,2.738966703E0,8.049305916E0,8.116343617E-1
8.144937929E1,2.279279947E0,8.480262756E0,1.462857246E0
8.146540079E1,2.559401512E0,9.167398453E0,1.941697598E0
8.148142229E1,2.463633537E0,9.454702377E0,1.874659896E0
8.149744378E1,1.941697598E0,7.917624950E0,2.061407566E0
8.151346529E1,1.790862918E0,6.370970726E0,2.116474390E0
8.152951730E1,1.881842494E0,6.892906666E0,2.422932148E0
8.154553880E1,1.750161409E0,7.192182064E0,2.446874142E0
8.156156030E1,2.293645144E0,7.271190643E0,2.214636564E0
8.157758180E1,1.663970232E0,8.202534676E0,2.324769735E0
8.159363381E1,1.256955862E0,8.252813339E0,2.365471363E0
8.160965531E1,1.209071875E0,6.691793919E0,2.403778553E0
8.162567681E1,8.547300100E-1,6.998251438E0,2.743755102E0
8.164169831E1,4.740519226E-1,8.420407295E0,3.162740469E0
8.165771981E1,-1.003170490E0,1.137485218E1,5.018246651E0
8.167374131E1,-1.673547029E0,1.525106525E1,6.550535679E0
8.168976281E1,-2.035071373E0,1.777455330E1,6.789956093E0
8.170578431E1,-3.734954596E0,1.748485565E1,5.667075634E0
8.172180581E1,-4.048594952E0,1.343147182E1,4.663905144E0
8.173785782E1,-4.108449936E0,9.773131371E0,4.264073372E0
8.175387932E1,-4.144362926E0,9.033323288E0,4.944026470E0
8.176990082E1,-4.355052948E0,1.046026707E1,6.919242859E0
8.178592232E1,-4.687847137E0,1.212423706E1,7.836222172E0
8.180194382E1,-3.440467834E0,1.519360352E1,7.048529625E0
8.181796532E1,-2.245761156E0,1.367328548E1,5.940014362E0
8.183398682E1,-1.424550056E0,1.106121159E1,4.537012100E0
8.185000832E1,-1.683123827E0,1.008916569E1,4.596867085E0
8.186606033E1,-3.251325846E0,9.782708168E0,4.869806290E0
8.188208183E1,-5.001487255E0,9.746794701E0,5.504269600E0
8.189810333E1,-5.973533154E0,9.648633003E0,5.748478413E0
8.191412483E1,-5.183446884E0,9.119514465E0,5.003881454E0
8.193014633E1,-3.857059002E0,7.735665798E0,4.412513733E0
8.194616783E1,-2.710236311E0,7.603984833E0,3.933673382E0
8.196221984E1,-2.080561161E0,7.960720539E0,3.691859007E0
8.197824134E1,-1.477222443E0,8.207323074E0,3.742137194E0
8.199426284E1,-1.127668977E0,7.953537941E0,3.624821424E0
8.201028434E1,-9.840168953E-1,7.534552574E0,3.672705412E0
8.202630584E1,-1.027112484E0,7.058106422E0,3.699041605E0
8.204171949E1,-8.954314590E-1,6.509834290E0,3.299209833E0
8.205774099E1,-8.523358107E-1,6.797138691E0,3.050212860E0
8.207376249E1,-8.116343617E-1,7.426813602E0,2.880224705E0
8.208978399E1,-8.451532125E-1,8.020575523E0,2.817975283E0
8.210580549E1,-6.751648784E-1,8.487444878E0,2.825158119E0
8.212185750E1,-6.895300746E-1,8.956708908E0,2.822763920E0
8.213787900E1,-9.193734527E-1,9.169792175E0,2.724601507E0
8.215390050E1,-1.424550056E0,9.421183586E0,2.798821688E0
8.216992200E1,-2.224213362E0,9.811438560E0,2.956839085E0
8.218594350E1,-1.927332401E0,9.837775230E0,3.124433279E0
8.220196500E1,-8.978256583E-1,9.777919769E0,3.052607059E0
8.221798650E1,-1.584961534E0,1.007719517E1,2.817975283E0
8.223400800E1,-2.011129379E0,9.787496567E0,3.040636063E0
8.225002950E1,-1.259350061E0,9.919178009E0,2.841917515E0
8.226608151E1,-1.024718285E0,9.701305389E0,3.294421434E0
8.228210301E1,-8.523358107E-1,9.787496567E0,2.880224705E0
8.229812451E1,-8.523358107E-1,9.885659218E0,3.241749048E0
8.231414601E1,-4.548983276E-1,9.734824181E0,2.918531895E0
8.233016751E1,-6.153098345E-1,9.327810287E0,2.485181332E0
8.234618901E1,-5.626373887E-1,9.047688484E0,2.533065319E0
8.236221051E1,-7.302315235E-1,8.554482460E0,2.741360903E0
8.237823200E1,-9.816226959E-1,8.736441612E0,2.461239338E0
8.239425351E1,-1.137245774E0,8.971074104E0,2.149993181E0
8.241027500E1,-1.273715258E0,9.193734169E0,1.996764183E0
8.242629650E1,-1.225831270E0,9.042900085E0,1.776497602E0
8.244231800E1,-7.493851185E-1,9.210494041E0,1.264138460E0
8.245833950E1,-8.236053586E-1,8.485051155E0,1.819593310E0
8.247439152E1,-8.427590132E-1,8.793902397E0,1.572990537E0
8.249041302E1,-8.044517636E-1,9.272743225E0,1.359906554E0
8.250643452E1,-7.613561153E-1,9.873687744E0,1.731007814E0
8.252245601E1,-5.291185975E-1,1.007480049E1,1.735796213E0
8.253847751E1,-2.394201700E-3,1.048660374E1,1.721431017E0
8.255449901E1,-1.699883193E-1,1.018732834E1,1.778891921E0
8.257052051E1,-5.195417404E-1,1.024239445E1,1.596932530E0
8.258654201E1,-6.129156351E-1,1.055124664E1,1.783680320E0
8.260256351E1,-4.333505034E-1,1.048899746E1,1.434126854E0
8.261858501E1,-7.948749661E-1,1.058716011E1,1.340752959E0
8.263460651E1,-1.007958889E0,1.036928749E1,8.547300100E-1
8.265062801E1,-8.523358107E-1,9.902418137E0,9.983820915E-1
8.266664951E1,-9.576806799E-3,1.036210537E1,1.695094824E0
8.268267100E1,3.591302410E-2,1.053927612E1,1.070208192E0
8.269872302E1,2.873042040E-2,1.063983250E1,1.240196466E0
8.271474452E1,3.040636182E-1,1.019690514E1,1.525106430E0
8.273076602E1,8.643068075E-1,1.015141487E1,1.565807939E0
8.274678752E1,2.738966703E0,1.059194851E1,1.517923832E0
8.276280902E1,3.828328609E0,1.231337929E1,6.823474765E-1
8.277883052E1,2.537853718E0,1.287362289E1,7.230489254E-1
8.279485202E1,1.223437071E0,1.127668953E1,-5.793967843E-1
8.281087352E1,3.543418646E-1,8.623914719E0,7.015010715E-1
8.282689501E1,-4.046200812E-1,7.965508938E0,1.161187768E0
8.284291651E1,-5.746083856E-1,8.092401505E0,1.467645645E0
8.285893801E1,-1.077390760E-1,8.485051155E0,1.774103403E0
8.287499003E1,1.723825186E-1,9.478644371E0,1.462857246E0
8.289101153E1,2.394201756E-1,1.000297451E1,8.116343617E-1
8.290703303E1,6.416460276E-1,9.742006302E0,3.447650373E-1
8.292305453E1,7.517793179E-1,1.020169353E1,3.902548850E-1
8.293907602E1,1.103726983E0,1.004846478E1,1.699883193E-1
8.295509752E1,9.528923035E-1,9.916783333E0,9.313444495E-1
8.297111902E1,3.950432837E-1,9.816226959E0,1.520318031E0
8.298714052E1,1.268926859E-1,9.409213066E0,1.326387763E0
8.300316202E1,-1.604115069E-1,9.315838814E0,1.204283476E0
8.301918352E1,-3.974374831E-1,9.792284966E0,1.031900883E0
8.303523554E1,-6.416460276E-1,9.854534149E0,8.307880163E-1
8.305125704E1,-4.764461517E-1,9.799467087E0,6.368576288E-1
8.306727854E1,-7.182605099E-3,9.598354340E0,9.624691010E-1
8.308330003E1,1.125274822E-1,9.361329079E0,6.871358752E-1
8.309932153E1,2.633621991E-1,9.435548782E0,7.182605267E-1
8.311534303E1,1.221042871E-1,9.703699112E0,6.703764796E-1
8.313136453E1,-6.943184882E-2,9.854534149E0,7.613561153E-1
8.314738603E1,3.591302410E-2,9.847352028E0,6.943184733E-1
8.316340753E1,-1.053448766E-1,9.725247383E0,7.062895298E-1
8.317942903E1,-2.992752194E-1,9.574412346E0,6.416460276E-1
8.319545053E1,-6.129156351E-1,9.337387085E0,5.937620401E-1
8.321147203E1,-7.852981687E-1,9.497797966E0,6.368576288E-1
8.322749353E1,-9.289502501E-1,9.742006302E0,7.254431248E-1
8.324351502E1,-1.312022567E0,9.888052940E0,6.727706790E-1
8.325953652E1,-1.221042871E0,1.000776291E1,6.631938815E-1
8.327555802E1,-1.113303781E0,1.000536919E1,7.517793179E-1
8.329157952E1,-1.194706678E0,1.005564690E1,8.236053586E-1
8.330760102E1,-1.233013868E0,1.003888798E1,6.727706790E-1
8.332362252E1,-9.313444495E-1,9.770736694E0,6.751648784E-1
8.333964402E1,-4.525041282E-1,9.454702377E0,7.829039693E-1
8.335566552E1,-1.939303428E-1,9.241618156E0,5.410895944E-1
8.337168702E1,-3.926490843E-1,9.296685219E0,4.405331016E-1
8.338773903E1,-5.363011956E-1,9.519346237E0,2.418143749E-1
8.340373002E1,-5.195417404E-1,9.756371498E0,4.046200812E-1
8.341975151E1,-5.434837937E-1,9.823410034E0,3.447650373E-1
8.343577301E1,-4.237737060E-1,9.667786598E0,3.351882398E-1
8.345179451E1,-3.399766386E-1,9.370905876E0,3.471592367E-1
8.346781601E1,-6.033388376E-1,9.210494041E0,3.064578176E-1
8.348383751E1,-1.096544385E0,9.121908188E0,6.943184882E-2
8.349985901E1,-1.259350061E0,9.200917244E0,2.370259613E-1
8.351588051E1,-1.022324085E0,9.265560150E0,1.436521020E-2
8.353190201E1,-7.805097699E-1,9.526528358E0,2.705447972E-1
8.354792351E1,-8.427590132E-1,9.454702377E0,9.337386489E-2
8.356394501E1,-6.560112834E-1,8.911218643E0,2.825157940E-1
8.357996650E1,-5.530605912E-1,8.846575737E0,4.141969085E-1
8.359598801E1,-6.105214357E-1,9.703699112E0,3.136404157E-1
8.361200950E1,-5.267243981E-1,1.011550236E1,5.506663769E-2
8.362803100E1,-4.285621047E-1,9.979032516E0,2.226607651E-1
8.364405250E1,-8.092401624E-1,1.026394272E1,4.692635238E-1
8.366007400E1,-9.983820915E-1,1.038365269E1,4.165911078E-1
8.367612602E1,-1.242590666E0,1.164539719E1,5.961562395E-1
8.369214752E1,-9.313444495E-1,1.253364563E1,2.825157940E-1
8.370816902E1,-9.720458984E-1,1.263420200E1,-3.184288144E-1
8.372419051E1,-1.029506683E0,1.276588345E1,-2.250549644E-1
8.374021201E1,-1.304839969E0,1.322796440E1,5.506663769E-2
8.375623351E1,-1.161187768E0,1.444661331E1,3.782838583E-1
8.377225501E1,-7.661445141E-1,1.571793461E1,5.937620401E-1
8.378827651E1,-3.567360640E-1,1.704671669E1,6.895300746E-1
8.380429801E1,7.924807668E-1,1.872744560E1,1.343147159E0
8.382031951E1,2.025494576E0,1.923262215E1,9.169792533E-1
8.383634101E1,2.676717520E0,1.833000755E1,6.368576288E-1
8.385233199E1,3.260902643E0,1.618480301E1,7.565677166E-1
8.386835349E1,3.165134668E0,1.344823074E1,7.565677166E-1
8.388437499E1,2.892195702E0,1.113064384E1,7.565677166E-1
8.390039649E1,2.693476915E0,9.339780807E0,9.433154464E-1
8.391641799E1,2.348711967E0,7.912836552E0,1.369483352E0
8.393243948E1,1.781286120E0,7.175422668E0,1.680729628E0
8.394846098E1,1.283292055E0,7.350199223E0,1.477222443E0
8.396448248E1,8.379706144E-1,7.345410824E0,1.594538331E0
8.398050398E1,5.458779931E-1,7.259219646E0,1.991975784E0
8.399652548E1,4.716577232E-1,7.285555840E0,1.738190413E0
8.401254698E1,1.412578970E-1,7.697358608E0,1.687912226E0
8.402856848E1,6.057330370E-1,8.485051155E0,1.656787634E0
8.404458998E1,7.924807668E-1,8.602366447E0,1.211466074E0
8.406061148E1,1.256955862E0,8.492233276E0,1.053448796E0
8.407663298E1,1.989581585E0,8.722076416E0,9.768342972E-1
8.409265448E1,2.571372509E0,8.240841866E0,8.068459630E-1
8.410867598E1,2.885013103E0,8.465897560E0,1.015141487E0
8.412469747E1,2.858676910E0,7.867346764E0,9.121908545E-1
8.414071897E1,3.009511471E0,7.879317760E0,8.643068075E-1
8.415674047E1,2.590526342E0,7.680599213E0,9.648633003E-1
8.417276197E1,2.387019157E0,7.814674377E0,1.154005170E0
8.418878347E1,2.217030764E0,8.008605003E0,1.201889277E0
8.420480497E1,2.116474390E0,8.362946510E0,1.328781962E0
8.422082647E1,1.716642618E0,8.647856712E0,1.405396342E0
8.423684797E1,1.479616642E0,8.734047890E0,1.424550056E0
8.425286947E1,1.458068848E0,8.650250435E0,1.209071875E0
8.426886045E1,1.309628367E0,8.339004517E0,1.403002143E0
8.428488195E1,1.371877551E0,8.006210327E0,1.400607944E0
8.430090345E1,1.221042871E0,7.745242596E0,1.422155857E0
8.431692495E1,1.209071875E0,7.314286232E0,1.587355733E0
8.433294644E1,1.170764685E0,7.551311970E0,1.403002143E0
8.434896794E1,1.343147159E0,7.319074631E0,1.319205165E0
8.436498944E1,1.295263171E0,7.261613846E0,1.223437071E0
8.438098042E1,1.355118155E0,7.381323814E0,1.302445769E0
8.439700192E1,1.331176162E0,7.738059998E0,1.309628367E0
8.441302342E1,1.185129881E0,8.183381081E0,1.237802267E0
8.442904492E1,9.864110947E-1,8.626308441E0,1.182735682E0
8.444506642E1,8.786720037E-1,8.872911453E0,1.106121182E0
8.446108792E1,8.690952063E-1,8.769960403E0,1.084573388E0
8.447710942E1,8.212111592E-1,8.528146744E0,1.053448796E0
8.449313092E1,6.320692301E-1,8.422801971E0,1.304839969E0
8.450915242E1,4.932055473E-1,8.494627953E0,1.350329757E0
8.452517392E1,5.602431893E-1,8.614337921E0,1.268926859E0
8.454119542E1,6.655880809E-1,8.722076416E0,1.247379065E0
8.455721691E1,8.714894056E-1,8.726864815E0,1.065419793E0
8.457323841E1,1.007958889E0,8.856152534E0,8.523358107E-1
8.458925991E1,9.983820915E-1,8.975862503E0,9.337386489E-1
8.460528141E1,1.400607944E0,9.253589630E0,9.265560508E-1
8.462130291E1,1.651999116E0,9.902418137E0,5.482721925E-1
8.463732441E1,2.415749550E0,1.115697956E1,4.932055473E-1
8.465334591E1,4.005499363E0,1.143710136E1,1.053448766E-1
8.466936741E1,4.359841347E0,1.178665543E1,-1.915361360E-2
8.468538891E1,4.094084740E0,1.226310158E1,9.648633003E-1
8.470141041E1,2.880224705E0,1.219366932E1,4.070143029E-2
8.471743191E1,1.826775908E0,1.101572227E1,6.775590777E-1
8.473345340E1,1.094150186E0,1.040041256E1,6.584054828E-1
8.474947490E1,6.081272364E-1,1.039083576E1,1.936909199E0
8.476549640E1,1.168370485E0,1.070687008E1,1.948880196E0
8.478151790E1,1.300051570E0,9.878476143E0,9.361328483E-1
8.479744785E1,1.189918280E0,9.052476883E0,-5.985504389E-2
8.481346935E1,1.628057122E0,8.537723541E0,-1.891419291E-1
8.482949085E1,1.709460020E0,8.396465302E0,-1.675941236E-2
8.484551235E1,1.395819545E0,8.362946510E0,4.429273009E-1
8.486153385E1,1.034295082E0,9.018958092E0,9.097966552E-1
8.487758586E1,7.254431248E-1,9.459490776E0,9.911994934E-1
8.489360736E1,5.482721925E-1,9.607931137E0,5.147533417E-1
8.490962886E1,9.504981041E-1,9.562441826E0,5.291185975E-1
8.492565036E1,1.110909581E0,9.658209801E0,6.272808313E-1
8.494167186E1,1.074996591E0,9.504981041E0,5.123591423E-1
8.495769336E1,1.228225470E0,9.287108421E0,5.793967843E-1
8.497371486E1,1.422155857E0,9.404424667E0,4.979939461E-1
8.498973636E1,1.879448295E0,9.186552048E0,5.219359994E-1
8.500575786E1,2.171540976E0,8.827422142E0,5.602431893E-1
8.502177935E1,2.193088770E0,8.585607529E0,5.410895944E-1
8.503780085E1,2.082955360E0,8.748413086E0,8.092401624E-1
8.505382235E1,2.166752577E0,9.042900085E0,8.307880163E-1
8.506984385E1,2.118868589E0,9.373299599E0,6.344634295E-1
8.508583483E1,2.494758129E0,9.203310966E0,8.834604025E-1
8.510185633E1,2.377442360E0,9.248801231E0,1.089361787E0
8.511790835E1,1.936909199E0,9.512163162E0,1.165976286E0
8.513392985E1,2.015917778E0,8.923190117E0,1.161187768E0
8.514995135E1,2.288856745E0,8.078036308E0,8.451532125E-1
8.516597285E1,2.365471363E0,7.599195957E0,9.074024558E-1
8.518199434E1,2.425326347E0,7.398083210E0,9.720458984E-1
8.519801584E1,2.296039343E0,8.429984093E0,1.563413739E0
8.521403734E1,2.293645144E0,8.599972725E0,1.489193439E0
8.523005884E1,1.898601890E0,9.004592896E0,1.446097851E0
8.524608034E1,1.877054095E0,7.723694801E0,1.762132406E0
8.526210184E1,1.903390408E0,7.359776020E0,1.836352706E0
8.527812334E1,1.209071875E0,7.630321026E0,2.291250944E0
8.529414484E1,1.079784989E0,8.171410561E0,1.927332401E0
8.531016634E1,1.199495077E0,8.149862289E0,1.714248419E0
8.532618784E1,1.381454349E0,8.944737434E0,1.577778935E0
8.534220934E1,1.958456993E0,8.370129585E0,1.642422318E0
8.535823084E1,2.300827742E0,8.789113998E0,1.774103403E0
8.537425233E1,3.181894064E0,7.881711960E0,1.151610970E0
8.539027383E1,3.260902643E0,8.875306129E0,1.328781962E0
8.540629533E1,3.653551817E0,8.674192429E0,9.840168953E-1
8.542231683E1,3.890577793E0,8.801085472E0,1.067813993E0
8.543833833E1,3.955221176E0,7.405265808E0,1.201889277E0
8.545435983E1,3.153163671E0,6.363788128E0,1.242590666E0
8.547038133E1,3.296815634E0,5.712565422E0,1.043871999E0
8.548640283E1,2.281674147E0,7.975085735E0,1.800439715E0
8.550242433E1,2.329558372E0,9.473855972E0,1.915361404E0
8.551844582E1,1.247379065E0,1.022563553E1,1.769315004E0
8.553446733E1,7.206547260E-1,8.667010307E0,1.719036818E0
8.555048882E1,1.908178806E0,7.963114738E0,2.123656988E0
8.556651032E1,1.881842494E0,7.235277653E0,2.312798738E0
8.558253182E1,2.209848166E0,5.291185856E0,2.557007313E0
8.559855332E1,3.074155092E0,5.166687489E0,1.412579060E0
8.561457482E1,2.070984364E0,7.694964409E0,2.178723574E0
8.563059632E1,2.195482969E0,7.682993412E0,2.571372509E0
8.564661782E1,2.669534922E0,8.343792915E0,3.337517262E0
8.566263932E1,2.329558372E0,8.762778282E0,3.428496838E0
8.567866082E1,1.687912226E0,9.469067574E0,3.916913986E0
8.569468232E1,-6.464344263E-2,1.207874775E1,4.817133904E0
8.571070381E1,-1.450886250E0,1.464293766E1,5.717353821E0
8.572672531E1,-2.274491549E0,1.627578354E1,6.406883717E0
8.574271630E1,-3.117250681E0,1.600045013E1,6.217741966E0
8.575873779E1,-4.127603531E0,1.464054298E1,5.250484467E0
8.577475929E1,-4.153939724E0,1.370919895E1,5.403713226E0
8.579078079E1,-3.433285236E0,1.295981407E1,5.679046631E0
8.580680229E1,-3.703830004E0,1.387439919E1,6.052541733E0
8.582282379E1,-4.225766182E0,1.561019516E1,6.198588371E0
8.583884529E1,-3.112462282E0,1.562216568E1,5.614402771E0
8.585486679E1,-1.781286120E0,1.436281586E1,4.944026470E0
8.587088829E1,-1.290474772E0,1.256716442E1,4.613626480E0
8.588690979E1,-2.226607561E0,1.038365269E1,4.220977783E0
8.590293129E1,-3.203441858E0,8.990227699E0,4.213795185E0
8.591895278E1,-3.840299606E0,8.231265068E0,4.039018154E0
8.593497428E1,-3.763684988E0,7.498639584E0,3.641580820E0
8.595099578E1,-2.935291290E0,6.837840080E0,3.088520288E0
8.596701728E1,-1.802833915E0,6.634333134E0,3.380612850E0
8.598303878E1,-1.441309452E0,6.337451935E0,3.143586874E0
8.599906028E1,-1.884236693E0,6.344634533E0,3.430891037E0
8.601508178E1,-2.169146776E0,6.593631268E0,3.603273630E0
8.603110328E1,-2.135627985E0,7.043741226E0,3.722983599E0
8.604712478E1,-2.169146776E0,7.491456985E0,3.368641853E0
8.606314628E1,-2.154781580E0,8.025363922E0,3.416525841E0
8.607916778E1,-2.023100376E0,7.970297337E0,3.394978046E0
8.609518928E1,-1.774103403E0,8.039729118E0,3.574543238E0
8.611121077E1,-1.434126854E0,8.075642586E0,3.579331636E0
8.612723227E1,-1.441309452E0,8.394071579E0,3.533841610E0
8.614325377E1,-1.321599364E0,8.564059258E0,3.651157618E0
8.615927527E1,-1.086967587E0,8.748413086E0,3.512293816E0
8.617529677E1,-1.321599364E0,9.062053680E0,3.380612850E0
8.619131827E1,-1.558625340E0,9.006986618E0,3.248931646E0
8.620733977E1,-1.498770237E0,9.449913979E0,3.416525841E0
8.622336127E1,-1.163581967E0,1.033337498E1,3.383007050E0
8.623938277E1,-5.434837937E-1,9.648633003E0,3.505111217E0
8.625540427E1,-5.626373887E-1,9.947908401E0,2.944868088E0
8.627142576E1,-1.781286120E0,9.490615845E0,2.470816135E0
8.628744726E1,-6.775590777E-1,8.379706383E0,3.438073635E0
8.630346876E1,-4.189853072E-1,9.296685219E0,3.145981073E0
8.631949026E1,-7.158663273E-1,1.002452278E1,3.131615877E0
8.633554228E1,-6.464344859E-1,1.052251625E1,3.083731890E0
8.635156378E1,4.094084799E-1,1.020648193E1,1.972822189E0
8.636758528E1,-5.243301988E-1,9.390059471E0,1.778891921E0
8.638360678E1,-9.337386489E-2,8.667010307E0,2.226607561E0
8.639962828E1,-4.812345505E-1,8.628703117E0,3.031059265E0
8.641564977E1,5.650315881E-1,9.423578262E0,2.600103140E0
8.643167127E1,6.655880809E-1,1.047223854E1,1.757344007E0
8.644769277E1,1.031900883E0,1.071165848E1,2.015917778E0
8.646371427E1,6.488286853E-1,1.015859795E1,1.714248419E0
8.647973577E1,-6.512228847E-1,9.550470352E0,1.556231141E0
8.649575727E1,-3.471592367E-1,9.107542992E0,1.663970232E0
8.651177877E1,-3.591302633E-1,8.743624687E0,1.956062794E0
8.652780027E1,-8.403648138E-1,8.999804497E0,2.485181332E0
8.654382177E1,1.165976286E0,9.437943459E0,2.291250944E0
8.655984327E1,2.173935175E0,1.137485218E1,1.704671621E0
8.657586476E1,2.736572504E0,1.305079365E1,1.302445769E0
8.659188626E1,2.873042107E0,1.172440529E1,3.256114423E-1
8.660790776E1,1.972822189E0,9.873687744E0,7.374141216E-1
8.662392926E1,9.720458984E-1,8.576030731E0,9.433154464E-1
8.663995076E1,8.690952063E-1,8.396465302E0,1.671152830E0
8.665600278E1,6.655880809E-1,9.244012833E0,2.185906172E0
8.667202428E1,6.679822803E-1,1.011789608E1,2.082955360E0
8.668804578E1,1.077390790E0,9.897629738E0,1.948880196E0
8.670406728E1,1.484405041E0,9.373299599E0,1.735796213E0
8.672008877E1,1.084573388E0,8.786720276E0,8.786720037E-1
8.673614079E1,1.015141487E0,8.540117264E0,1.273715258E0
8.675216229E1,1.297657371E0,9.512163162E0,8.810662031E-1
8.676818379E1,1.163581967E0,9.624691010E0,1.024718285E0
8.678420529E1,1.285686255E0,1.011789608E1,3.734954596E-1
8.680022679E1,1.618480325E0,9.526528358E0,5.434837937E-1
8.681624828E1,2.049436569E0,9.830592155E0,8.690952063E-1
8.683226979E1,2.272097349E0,9.658209801E0,8.379706144E-1
8.684829128E1,2.123656988E0,9.296685219E0,1.012747288E0
8.686431278E1,1.472434044E0,9.246406555E0,1.218648672E0
8.688033428E1,9.552865028E-1,9.370905876E0,1.273715258E0
8.689635578E1,8.259995580E-1,9.536105156E0,8.978256583E-1
8.691240780E1,9.840168953E-1,9.940725327E0,8.547300100E-1
8.692839878E1,1.027112484E0,1.036210537E1,7.757213712E-1
8.694442028E1,1.197100878E0,1.066616821E1,9.002198577E-1
8.696044178E1,9.959878922E-1,1.059194851E1,8.834604025E-1
8.697646328E1,6.536170840E-1,1.051772785E1,7.852981687E-1
8.699248478E1,4.955997467E-1,1.014902115E1,7.805097699E-1
8.700850627E1,6.200982332E-1,9.955090523E0,7.134721279E-1
8.702452777E1,8.978256583E-1,9.794678688E0,6.464344859E-1
8.704054927E1,1.144428372E0,9.828198433E0,5.051765442E-1
8.705657077E1,1.091755986E0,9.818621635E0,2.920926213E-1
8.707259227E1,1.058237195E0,9.682151794E0,3.830722570E-1
8.708861377E1,7.326257229E-1,9.512163162E0,3.327940404E-1
8.710463527E1,3.088520169E-1,9.528923035E0,4.141969085E-1
8.712065677E1,-1.915361285E-1,9.720458984E0,3.567360640E-1
8.713667827E1,-3.447650373E-1,9.667786598E0,4.812345505E-1
8.715269977E1,-5.913678408E-1,9.840168953E0,4.285621047E-1
8.716869075E1,-5.985504389E-1,9.751583099E0,5.434837937E-1
8.718471225E1,-7.230489254E-1,9.770736694E0,6.368576288E-1
8.720076426E1,-7.062895298E-1,9.777919769E0,6.392518282E-1
8.721675524E1,-6.679822803E-1,9.674968719E0,5.530605912E-1
8.723277674E1,-4.812345505E-1,1.007958889E1,4.932055473E-1
8.724879824E1,-2.154781520E-1,9.727641106E0,3.016694188E-1
