"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.045967570E-1,-8.906402588E-1,9.567230225E0,1.580200195E-1,9.609896179E0
8.096321570E-1,-9.959869385E-1,9.409210205E0,2.777252197E-1,9.465852205E0
8.146675570E-1,-1.149215698E0,9.236831665E0,3.447723389E-1,9.314430949E0
8.196724400E-1,-1.350326538E0,9.045288086E0,3.543395996E-1,9.152386294E0
8.247078410E-1,-1.493988037E0,8.892059326E0,3.256072998E-1,9.022568339E0
8.297432410E-1,-1.604110718E0,8.796295166E0,3.926544189E-1,8.949980857E0
8.347786410E-1,-1.642425537E0,8.719680786E0,4.980010986E-1,8.886979225E0
8.397835240E-1,-1.661575317E0,8.667007446E0,6.607971191E-1,8.849548206E0
8.448189250E-1,-1.532287598E0,8.643066406E0,8.331756592E-1,8.817294589E0
8.498543250E-1,-1.383850098E0,8.643066406E0,1.000778198E0,8.810175651E0
8.548897250E-1,-1.177947998E0,8.705322266E0,1.154006958E0,8.860131449E0
8.598946080E-1,-1.029510498E0,8.805877686E0,1.278503418E0,8.957563545E0
8.649300090E-1,-8.858489990E-1,8.916000366E0,1.316818237E0,9.056147153E0
8.699654090E-1,-7.517852783E-1,9.030929565E0,1.331176758E0,9.159416001E0
8.750008090E-1,-6.607971191E-1,9.184158325E0,1.297653198E0,9.298888148E0
8.800056920E-1,-5.889739990E-1,9.294296265E0,1.225830078E0,9.393268484E0
8.850410930E-1,-5.171508789E-1,9.399642944E0,1.110916138E0,9.479180723E0
8.900764930E-1,-5.075683594E-1,9.447525024E0,9.576873779E-1,9.509496298E0
8.950813760E-1,-4.788360596E-1,9.433151245E0,7.374114990E-1,9.474038321E0
9.001167760E-1,-4.644775391E-1,9.390060425E0,5.315093994E-1,9.416553319E0
9.051521770E-1,-4.070129395E-1,9.394851685E0,3.495483398E-1,9.410158434E0
9.101875770E-1,-3.830718994E-1,9.409210205E0,2.059020996E-1,9.419255620E0
9.151924600E-1,-3.830718994E-1,9.418792725E0,1.340789795E-1,9.427532956E0
9.202278600E-1,-2.968750000E-1,9.404418945E0,1.723785400E-1,9.410682485E0
9.252632610E-1,-1.963195801E-1,9.332595825E0,3.495483398E-1,9.341202827E0
9.302681430E-1,-8.140563965E-2,9.255981445E0,5.698242188E-1,9.273862142E0
9.353035440E-1,4.788208008E-2,9.126693726E0,8.619079590E-1,9.167426923E0
9.403389440E-1,3.831481934E-2,9.026138306E0,1.048660278E0,9.086931777E0
9.453743440E-1,-1.149291992E-1,8.882492065E0,1.168365479E0,8.959740616E0
9.503792270E-1,-2.873077393E-1,8.748413086E0,1.302444458E0,8.849499355E0
9.554146280E-1,-4.596862793E-1,8.700531006E0,1.407791138E0,8.825668652E0
9.604500280E-1,-5.506591797E-1,8.710113525E0,1.436523438E0,8.844936560E0
9.654549110E-1,-6.177062988E-1,8.767562866E0,1.426940918E0,8.904374210E0
9.704903110E-1,-8.188171387E-1,8.825027466E0,1.455673218E0,8.981678896E0
9.755257120E-1,-9.959869385E-1,8.911224365E0,1.417373657E0,9.078042617E0
9.805611120E-1,-1.091751099E0,9.069229126E0,1.340759277E0,9.232576717E0
9.855659950E-1,-1.192306519E0,9.222457886E0,1.235412598E0,9.380915125E0
9.906013950E-1,-1.187530518E0,9.375701904E0,1.158798218E0,9.521387937E0
9.956367960E-1,-1.134857178E0,9.538497925E0,1.120483398E0,9.670901019E0
1.000641678E0,-1.072601318E0,9.682159424E0,1.072601318E0,9.800263174E0
1.005677079E0,-1.019927979E0,9.816223145E0,1.082183838E0,9.928222991E0
1.010712479E0,-9.481048584E-1,9.916778564E0,1.139633179E0,1.002697181E1
1.015747880E0,-8.619079590E-1,9.955093384E0,1.144424438E0,1.005765763E1
1.020752762E0,-7.374114990E-1,9.964660645E0,1.182739258E0,1.006166535E1
1.025788163E0,-6.224975586E-1,9.935943604E0,1.201889038E0,1.002771239E1
1.030823563E0,-5.267181396E-1,9.868896484E0,1.221038818E0,9.958086443E0
1.035828446E0,-4.740447998E-1,9.768341064E0,1.244979858E0,9.858761609E0
1.040863846E0,-4.453277588E-1,9.658203125E0,1.302444458E0,9.755796532E0
1.045899247E0,-4.213867188E-1,9.533706665E0,1.355117798E0,9.638748559E0
1.050904130E0,-3.830718994E-1,9.423583984E0,1.470046997E0,9.545245799E0
1.055939530E0,-3.543395996E-1,9.327804565E0,1.561019897E0,9.464157526E0
1.060974930E0,-3.734893799E-1,9.241622925E0,1.623275757E0,9.390533147E0
1.066010331E0,-4.022216797E-1,9.203308105E0,1.651992798E0,9.359046029E0
1.071015214E0,-4.596862793E-1,9.222457886E0,1.656784058E0,9.381363139E0
1.076050614E0,-4.980010986E-1,9.270355225E0,1.680725098E0,9.434634489E0
1.081086014E0,-5.219421387E-1,9.332595825E0,1.637634277E0,9.489552911E0
1.086090897E0,-5.554504395E-1,9.380477905E0,1.580169678E0,9.528841857E0
1.091126298E0,-5.315093994E-1,9.447525024E0,1.484405518E0,9.578188298E0
1.096161698E0,-5.650329590E-1,9.543289185E0,1.417373657E0,9.664500959E0
1.101197098E0,-6.464385986E-1,9.672576904E0,1.374267578E0,9.791079522E0
1.106201981E0,-6.703796387E-1,9.792282104E0,1.316818237E0,9.903141317E0
1.111237382E0,-6.512298584E-1,9.950302124E0,1.331176758E0,1.006005190E1
1.116272782E0,-6.464385986E-1,1.011788940E1,1.412582397E0,1.023645241E1
1.121277665E0,-6.224975586E-1,1.028070068E1,1.503555298E0,1.040869772E1
1.126313065E0,-6.033325195E-1,1.042436218E1,1.584960938E0,1.056141270E1
1.131348466E0,-5.793914795E-1,1.050575256E1,1.651992798E0,1.065061555E1
1.136383866E0,-5.315093994E-1,1.054406738E1,1.675933838E0,1.068964983E1
1.141388749E0,-4.692687988E-1,1.051533508E1,1.584960938E0,1.064446271E1
1.146424149E0,-4.118041992E-1,1.046266174E1,1.465255737E0,1.057278808E1
1.151459550E0,-3.591308594E-1,1.037646484E1,1.388641357E0,1.047512876E1
1.156464432E0,-3.160400391E-1,1.029507446E1,1.359909058E0,1.038931144E1
1.161499833E0,-2.873077393E-1,1.023760986E1,1.422149658E0,1.033990866E1
1.166535233E0,-2.825164795E-1,1.018972778E1,1.527496338E0,1.030745424E1
1.171570634E0,-3.016662598E-1,1.018014526E1,1.637634277E0,1.031543533E1
1.176575516E0,-3.256072998E-1,1.019929504E1,1.795654297E0,1.036127472E1
1.181610917E0,-3.256072998E-1,1.027111816E1,1.958450317E0,1.046123397E1
1.186646317E0,-3.543395996E-1,1.043392944E1,2.078170776E0,1.064477496E1
1.191651200E0,-4.501037598E-1,1.069729614E1,2.044647217E0,1.090024405E1
1.196686600E0,-5.315093994E-1,1.104205322E1,1.924942017E0,1.122117834E1
1.201722001E0,-5.554504395E-1,1.150653076E1,1.810012817E0,1.166125730E1
1.206757401E0,-5.027770996E-1,1.200932312E1,1.695098877E0,1.213878029E1
1.211762284E0,-3.830718994E-1,1.249295044E1,1.498764038E0,1.258836163E1
1.216797684E0,-1.963195801E-1,1.288079834E1,1.010360718E0,1.292185498E1
1.221833085E0,-1.675872803E-1,1.304360962E1,-2.394104004E-2,1.304470814E1
1.226837968E0,-1.484375000E-1,1.310586548E1,-1.321594238E0,1.317316799E1
1.231873368E0,-2.059020996E-1,1.309628296E1,-2.528274536E0,1.333968497E1
1.236908768E0,-3.160400391E-1,1.312980652E1,-3.313568115E0,1.354516276E1
1.241944169E0,-5.554504395E-1,1.304840088E1,-3.639190674E0,1.355776528E1
1.246949052E0,-9.337310791E-1,1.278503418E1,-3.500320435E0,1.328838575E1
1.251984452E0,-1.364700317E0,1.235887146E1,-3.040634155E0,1.280037370E1
1.257019852E0,-1.704666138E0,1.179862976E1,-2.303222656E0,1.214159732E1
1.262024735E0,-1.862686157E0,1.114739990E1,-1.474822998E0,1.139777290E1
1.267060136E0,-1.891418457E0,1.048181152E1,-8.762817383E-1,1.068708128E1
1.272095536E0,-1.867477417E0,9.935943604E0,-2.968750000E-1,1.011427615E1
1.277130936E0,-1.829162598E0,9.447525024E0,2.442016602E-1,9.626068738E0
1.282135819E0,-1.829162598E0,8.997406006E0,6.129150391E-1,9.201891952E0
1.287171219E0,-1.929733276E0,8.700531006E0,7.517852783E-1,8.943617356E0
1.292206620E0,-2.059020996E0,8.571243286E0,7.422027588E-1,8.846278532E0
1.297211503E0,-2.092529297E0,8.686157227E0,6.607971191E-1,8.959054585E0
1.302246903E0,-2.145202637E0,8.959106445E0,5.650329590E-1,9.229666565E0
1.307282303E0,-2.135635376E0,9.327804565E0,5.027770996E-1,9.582361989E0
1.312317704E0,-2.140411377E0,9.730041504E0,4.213867188E-1,9.971591412E0
1.317322587E0,-2.044647217E0,1.011311340E1,1.867523193E-1,1.031942447E1
1.322357987E0,-1.857894897E0,1.046266174E1,-1.675872803E-1,1.062765965E1
1.327393387E0,-1.551437378E0,1.075476074E1,-5.171508789E-1,1.087838598E1
1.332398270E0,-1.288085938E0,1.094628906E1,-7.948760986E-1,1.105044061E1
1.337433671E0,-1.115692139E0,1.100854492E1,-9.864044189E-1,1.110881740E1
1.342469071E0,-9.576873779E-1,1.092713928E1,-1.139633179E0,1.102806882E1
1.347504471E0,-8.379669189E-1,1.072602844E1,-1.249771118E0,1.083105731E1
1.352509354E0,-7.134704590E-1,1.045307922E1,-1.264144897E0,1.055338655E1
1.357544755E0,-6.272735596E-1,1.015620422E1,-1.168365479E0,1.024241350E1
1.362580155E0,-5.746154785E-1,9.859329224E0,-9.864044189E-1,9.925197699E0
1.367615555E0,-5.698242188E-1,9.619903564E0,-7.469940186E-1,9.665673504E0
1.372620438E0,-5.458831787E-1,9.399642944E0,-4.596862793E-1,9.426695466E0
1.377655839E0,-5.985565186E-1,9.212890625E0,-1.197052002E-1,9.233090106E0
1.382691239E0,-6.416473389E-1,9.040512085E0,1.963195801E-1,9.065379829E0
1.387696122E0,-7.134704590E-1,8.853759766E0,4.309539795E-1,8.892908603E0
1.392731522E0,-6.272735596E-1,8.667007446E0,5.027770996E-1,8.704210188E0
1.397766923E0,-5.889739990E-1,8.437164307E0,4.788360596E-1,8.471240516E0
1.402802323E0,-4.692687988E-1,8.202529907E0,3.830718994E-1,8.224868033E0
1.407807206E0,-2.873077393E-1,8.006210327E0,2.681579590E-1,8.015850437E0
1.412842606E0,-2.873229980E-2,7.862564087E0,1.580200195E-1,7.864204339E0
1.417878007E0,2.202606201E-1,7.805099487E0,1.244964600E-1,7.809199198E0
1.422913407E0,5.554504395E-1,7.809890747E0,1.149291992E-1,7.830461506E0
1.427918290E0,8.523406982E-1,7.886505127E0,1.675872803E-1,7.934200229E0
1.432953690E0,1.063018799E0,7.977478027E0,2.394256592E-1,8.051551980E0
1.437989091E0,1.249771118E0,8.106765747E0,3.399810791E-1,8.209577691E0
1.443024491E0,1.364700317E0,8.259994507E0,4.070129395E-1,8.381859921E0
1.448029374E0,1.431732178E0,8.398864746E0,4.070129395E-1,8.529738893E0
1.453064774E0,1.436523438E0,8.523361206E0,4.692687988E-1,8.656298230E0
1.458100175E0,1.426940918E0,8.657440186E0,5.027770996E-1,8.788641292E0
1.463105057E0,1.374267578E0,8.753204346E0,4.980010986E-1,8.874412814E0
1.468140458E0,1.254562378E0,8.820236206E0,4.309539795E-1,8.919429064E0
1.473175858E0,1.086975098E0,8.825027466E0,3.495483398E-1,8.898584645E0
1.478211259E0,9.433135986E-1,8.844177246E0,2.729339600E-1,8.898528230E0
1.483216141E0,8.140258789E-1,8.877700806E0,2.346343994E-1,8.918030221E0
1.488251542E0,7.182617188E-1,8.963897705E0,2.968750000E-1,8.997527256E0
1.493286942E0,6.224975586E-1,9.078811646E0,3.591308594E-1,9.107211378E0
1.498322343E0,5.171508789E-1,9.212890625E0,4.501037598E-1,9.238365228E0
1.503327225E0,4.980010986E-1,9.318237305E0,5.123596191E-1,9.345590615E0
1.508362626E0,5.219421387E-1,9.380477905E0,5.506591797E-1,9.411111245E0
1.513398026E0,5.602416992E-1,9.399642944E0,5.506591797E-1,9.432411345E0
1.518433427E0,5.698242188E-1,9.414001465E0,5.698242188E-1,9.448429651E0
1.523438309E0,5.937652588E-1,9.457092285E0,5.793914795E-1,9.493410671E0
1.528473710E0,5.363006592E-1,9.461883545E0,6.081237793E-1,9.496561122E0
1.533509110E0,4.309539795E-1,9.504974365E0,7.374114990E-1,9.543271700E0
1.538513993E0,3.974304199E-1,9.567230225E0,9.289550781E-1,9.620436718E0
1.543549393E0,3.974304199E-1,9.629486084E0,1.110916138E0,9.701499258E0
1.548584794E0,3.830718994E-1,9.672576904E0,1.288085938E0,9.765482755E0
1.553620194E0,3.303985596E-1,9.686935425E0,1.393432617E0,9.792218114E0
1.558625077E0,1.963195801E-1,9.682159424E0,1.493988037E0,9.798711790E0
1.563660477E0,1.914978027E-2,9.658203125E0,1.551437378E0,9.782035180E0
1.568695878E0,-2.442016602E-1,9.567230225E0,1.584960938E0,9.700702541E0
1.573731278E0,-4.836273193E-1,9.509765625E0,1.671157837E0,9.667590503E0
1.578736161E0,-6.320648193E-1,9.471466064E0,1.795654297E0,9.660877274E0
1.583771561E0,-7.661437988E-1,9.433151245E0,1.848327637E0,9.643009581E0
