"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.031669547E2,5.988038778E-1,8.792427063E0,3.864408493E0
1.031836214E2,5.593222976E-1,9.002396584E0,3.936193228E0
1.032002881E2,8.955138922E-1,9.213563919E0,3.938585997E0
1.032169547E2,8.141579032E-1,9.217751503E0,3.870988846E0
1.032336214E2,5.982056856E-1,9.078967094E0,3.850051641E0
1.032502881E2,5.359922647E-1,8.982656479E0,3.820739508E0
1.032669547E2,4.636093974E-1,8.953942299E0,3.911068678E0
1.032836214E2,6.466603279E-1,8.921041489E0,3.855435371E0
1.033002881E2,7.196413875E-1,8.863613129E0,3.779463291E0
1.033169547E2,7.250252366E-1,8.930612564E0,3.650849104E0
1.033336214E2,6.723831892E-1,8.906085968E0,3.650250912E0
1.033502881E2,5.952146053E-1,8.724829674E0,3.764508247E0
1.033669547E2,5.246263742E-1,8.547162056E0,3.601198196E0
1.033836214E2,4.271188378E-1,8.738588333E0,3.724428415E0
1.034002881E2,4.163511395E-1,8.882157326E0,3.781856298E0
1.034169547E2,4.881358147E-1,8.925228119E0,3.825525284E0
1.034336214E2,6.173482537E-1,9.069396019E0,3.854837179E0
1.034502881E2,9.966106415E-1,9.409774780E0,3.848855257E0
1.034669547E2,1.341177106E0,9.616754532E0,3.994817495E0
1.034836214E2,1.432104349E0,9.492925644E0,4.095914364E0
1.035002881E2,1.235294700E0,9.324830055E0,4.109074593E0
1.035169547E2,1.360917926E0,9.372686386E0,4.009772778E0
1.035336214E2,1.207179070E0,9.419944763E0,3.993621111E0
1.035502881E2,1.284945726E0,9.903892517E0,4.314857483E0
1.035669547E2,8.141579032E-1,9.730413437E0,4.382454872E0
1.035836214E2,6.418746710E-1,8.362915039E0,4.032504559E0
1.036002881E2,4.492524564E-1,8.271987915E0,4.179064751E0
1.036169547E2,7.674978375E-1,8.071588516E0,4.095315933E0
1.036336214E2,9.248259664E-1,8.425726891E0,4.125226021E0
1.036502881E2,7.555337548E-1,8.850452423E0,4.095315933E0
1.036669547E2,5.653043389E-1,8.586644173E0,3.936193228E0
1.036836214E2,3.637090325E-1,8.533403397E0,3.881756544E0
1.037002881E2,7.477571070E-2,8.627920151E0,3.917648792E0
1.037169547E2,2.961117923E-1,8.919844627E0,3.799802303E0
1.037336214E2,6.628118753E-1,8.934800148E0,3.597608805E0
1.037502881E2,6.616154313E-1,9.236295700E0,3.702893019E0
1.037669547E2,5.898307562E-1,9.126225471E0,3.673580885E0
1.037836214E2,4.707878530E-1,8.929415703E0,3.614956856E0
1.038002881E2,1.441675574E-1,8.770891190E0,3.550350666E0
1.038169547E2,-2.991028316E-2,8.918647766E0,3.653840065E0
1.038336214E2,5.144568533E-2,9.147761345E0,3.611367464E0
1.038502880E2,2.865405083E-1,9.273384094E0,3.670589924E0
1.038669547E2,4.594219327E-1,9.264410973E0,3.725026608E0
1.038836214E2,5.748756528E-1,9.087940216E0,3.725624800E0
1.039002880E2,4.749752879E-1,8.963513374E0,3.681955814E0
1.039169547E2,2.685943544E-1,8.886344910E0,3.661018610E0
1.039336214E2,-2.452643216E-2,8.856434822E0,3.577269793E0
1.039502880E2,-5.862415582E-2,8.842078209E0,3.629313707E0
1.039669547E2,6.999006122E-2,8.852247238E0,3.793222189E0
1.039836214E2,3.200400174E-1,8.895915985E0,3.776472330E0
1.040002880E2,5.449653864E-1,8.978468895E0,3.935595036E0
1.040169547E2,6.556333899E-1,8.950352669E0,3.984647989E0
1.040336214E2,4.109672904E-1,8.873184204E0,3.920639992E0
1.040502880E2,3.098705411E-1,8.848658562E0,3.948157310E0
1.040669547E2,2.321037948E-1,8.906085968E0,3.990629911E0
1.040836214E2,1.459621787E-1,8.929415703E0,3.918246984E0
1.041002880E2,2.769692242E-1,8.886344910E0,3.814159393E0
1.041169547E2,4.779663086E-1,9.273982048E0,3.830310822E0
1.041336214E2,5.970092416E-1,9.437292099E0,3.883551121E0
1.041502880E2,6.406782866E-1,9.494720459E0,3.836292982E0
1.041669547E2,6.358926296E-1,9.365508080E0,3.893720627E0
1.041836214E2,4.528416991E-1,9.360722542E0,3.944568157E0
1.042002880E2,3.960121572E-1,9.402596474E0,3.790829182E0
1.042169547E2,4.301098585E-1,9.402596474E0,3.705285788E0
1.042336214E2,3.637090325E-1,9.220742226E0,3.680759430E0
1.042502880E2,4.450650215E-1,9.240483284E0,3.729214191E0
1.042669547E2,3.882354796E-1,9.129815102E0,3.633501291E0
1.042836214E2,2.973082066E-1,9.076574326E0,3.537189960E0
1.043002880E2,2.644068897E-1,9.038289070E0,3.493520975E0
1.043169547E2,2.069791555E-1,8.956933022E0,3.488735437E0
1.043336214E2,1.926222295E-1,8.909076691E0,3.474378586E0
1.043502880E2,1.968096644E-1,8.980861664E0,3.507279873E0
1.043669547E2,4.163511395E-1,9.507282257E0,3.537788391E0
1.043836214E2,2.392822653E-1,1.033400249E1,3.837489367E0
1.044002880E2,2.231307179E-1,1.052064323E1,3.961317778E0
1.044169547E2,5.024927482E-2,1.012403297E1,4.064807415E0
1.044336214E2,2.111666054E-1,8.919246674E0,3.579064369E0
1.044502880E2,1.962114573E-1,8.661419868E0,3.732205153E0
1.044669547E2,3.810569942E-1,8.054839134E0,3.667000771E0
1.044836214E2,2.691925466E-1,8.203194618E0,3.780659676E0
1.045002880E2,1.399801224E-1,8.164310455E0,3.760320902E0
1.045169547E2,9.212367237E-2,8.073383331E0,3.698107481E0
1.045336214E2,1.543370634E-1,8.293522835E0,3.698705673E0
1.045502880E2,2.494517565E-1,8.852247238E0,3.641875982E0
1.045669547E2,3.242274821E-1,9.197412491E0,3.781257868E0
1.045836214E2,2.913261652E-1,1.004327488E1,4.019343853E0
1.046002880E2,-3.230310604E-2,1.064447117E1,4.030709743E0
1.046169547E2,1.507478207E-1,1.034895802E1,4.113860130E0
1.046336214E2,-4.109672904E-1,9.929018021E0,4.859224796E0
1.046502880E2,2.476571500E-1,8.769096375E0,4.597808838E0
1.046669547E2,2.524427772E-1,8.821739197E0,4.612165451E0
1.046836214E2,6.000002623E-1,8.182855606E0,4.610371113E0
1.047002880E2,2.422732860E-1,7.354938507E0,4.559523582E0
1.047169547E2,7.674978375E-1,8.413164139E0,4.692923546E0
1.047336213E2,-8.853443712E-2,7.386643410E0,4.370490551E0
1.047502880E2,-3.104687333E-1,7.305287361E0,4.492524624E0
1.047669547E2,-1.519442350E-1,7.262814999E0,4.523033142E0
1.047836213E2,2.237289101E-1,7.230511665E0,4.526023865E0
1.048002880E2,1.097707391E0,7.295716286E0,4.590630054E0
1.048169547E2,1.748555183E0,7.900502205E0,4.830510616E0
1.048336213E2,1.622931957E0,8.000402451E0,4.848456860E0
1.048502880E2,1.014556766E0,7.801798344E0,4.647459984E0
1.048669547E2,1.007976532E0,7.113263607E0,4.451248169E0
1.048836213E2,1.102493048E0,6.520441532E0,4.228117466E0
1.049002880E2,9.092726111E-1,6.802196503E0,4.240679741E0
1.049169547E2,9.816554785E-1,7.429116249E0,4.666004181E0
1.049336213E2,9.278169870E-1,7.787441254E0,4.675575256E0
1.049502880E2,6.556333899E-1,8.002795219E0,5.026721954E0
1.049669547E2,6.418746710E-1,7.811369419E0,4.969294548E0
1.049836213E2,5.694918036E-1,8.312665939E0,4.825126648E0
1.050002880E2,1.042672515E0,9.958928108E0,5.301896572E0
1.050169547E2,1.165304661E0,1.129412270E1,5.856433392E0
1.050336213E2,2.088335991E0,1.550190163E1,7.679165840E0
1.050502880E2,4.014558315E0,1.843071556E1,8.951549530E0
1.050669547E2,5.094319344E0,1.813221169E1,8.641080856E0
1.050836213E2,2.325225353E0,1.659601974E1,9.138189316E0
1.051002880E2,1.051645517E0,1.585484314E1,8.688339233E0
1.051169547E2,-1.402194023E0,1.429472256E1,8.787042618E0
1.051336213E2,-9.529415965E-1,1.352303696E1,7.409973621E0
1.051502880E2,-1.817348838E0,1.035852909E1,6.333203316E0
1.051669547E2,-1.130010486E0,1.067737293E1,3.510270834E0
1.051836213E2,-1.564307809E0,9.026325226E0,2.956930637E0
1.052002880E2,-2.067996979E0,7.333403111E0,1.352542996E0
1.052169547E2,-2.316850424E0,6.449853420E0,1.704886109E-1
1.052336213E2,-2.591426849E0,6.778866768E0,8.673982322E-2
1.052502880E2,-3.206980467E0,7.232306480E0,6.071787477E-1
1.052669547E2,-3.288934708E0,8.073982239E0,1.036092162E0
1.052836213E2,-3.291327477E0,8.442476273E0,1.246062398E0
1.053002880E2,-3.183650494E0,8.270193100E0,1.022931695E0
1.053169547E2,-2.891726255E0,7.420143127E0,8.297112584E-1
1.053336213E2,-2.224726915E0,6.969694138E0,1.255633712E0
1.053502880E2,-7.453642488E-1,6.801000118E0,8.673982024E-1
1.053669547E2,-3.613162339E-1,6.788437843E0,9.517452121E-1
1.053836213E2,-1.274178028E-1,7.922635555E0,1.431506157E0
1.054002880E2,9.571290761E-2,8.447261810E0,9.457631707E-1
1.054169547E2,-1.040877819E0,8.659625053E0,1.194018483E0
1.054336213E2,-1.074377418E0,8.184649467E0,5.772684813E-1
1.054502880E2,-1.540977836E0,8.126026154E0,6.687939167E-1
1.054669547E2,-1.564906001E0,8.135597229E0,6.735795736E-1
1.054836213E2,-1.121635556E0,7.754539967E0,6.436693072E-1
1.055002880E2,-1.168893814E0,8.333602905E0,1.020538807E0
1.055169546E2,-1.141974568E0,9.031708717E0,1.039681435E0
1.055336213E2,-1.403988719E0,9.618548393E0,1.142572761E0
1.055502880E2,-1.210170031E0,9.699904442E0,9.050851464E-1
1.055669546E2,-1.725823283E0,9.496515274E0,4.612165689E-1
1.055836213E2,-1.821536183E0,9.414560318E0,4.223332107E-1
1.056002880E2,-1.853839397E0,9.566504478E0,1.878365725E-1
1.056169546E2,-1.638485312E0,9.266803741E0,3.954139352E-1
1.056336213E2,-1.612762451E0,8.979664803E0,2.811566591E-1
1.056502880E2,-1.308874011E0,8.612964630E0,3.170489967E-1
1.056669546E2,-1.492523074E0,8.675178528E0,3.918247223E-1
1.056836213E2,-1.400399446E0,8.603393555E0,2.925225794E-1
1.057002880E2,-1.697109461E0,8.449056625E0,1.848455518E-1
1.057169546E2,-1.865205288E0,8.377271652E0,1.597209126E-1
1.057336213E2,-1.690529227E0,8.224131584E0,3.589233849E-3
1.057502880E2,-1.461416483E0,8.316255569E0,1.914258152E-1
1.057669546E2,-1.524826288E0,8.564510345E0,2.578266263E-1
1.057836213E2,-1.439880967E0,9.023932457E0,2.919243574E-1
1.058002880E2,-1.351346612E0,8.880363464E0,1.160518974E-1
1.058169546E2,-1.566102386E0,8.818747520E0,5.874379873E-1
1.058336213E2,-1.381256819E0,7.811369419E0,6.658028960E-1
1.058502880E2,-1.433898926E0,8.073383331E0,4.785645306E-1
1.058669546E2,-6.550351977E-1,1.000798035E1,1.115653515E0
1.058836213E2,-6.089733839E-1,1.131206894E1,9.577272534E-1
1.059002880E2,-9.074779749E-1,1.124925709E1,1.017547846E0
1.059169546E2,-1.801197290E0,1.092144108E1,1.071984529E0
1.059336213E2,-2.796013355E0,1.061755180E1,1.054038405E0
1.059502880E2,-4.063611031E0,1.015214825E1,2.596212626E-1
1.059669546E2,-3.250051260E0,1.004985523E1,2.524427772E-1
1.059836213E2,-2.767897606E0,1.013659477E1,7.776673418E-3
1.060002880E2,-2.401197433E0,9.206384659E0,1.501496136E-1
1.060169546E2,-1.779063582E0,8.608179092E0,8.003991842E-1
1.060336213E2,-1.279561877E0,8.591429710E0,8.859425783E-1
1.060502880E2,-9.056833982E-1,8.874381065E0,9.559326172E-1
1.060669546E2,-9.984052777E-1,9.165707588E0,1.040877819E0
1.060836213E2,-1.382453322E0,9.770493507E0,7.794619799E-1
1.061002880E2,-1.752742529E0,9.988838196E0,6.281159520E-1
1.061169546E2,-1.660618901E0,9.454640388E0,7.866404653E-1
1.061336213E2,-8.309076428E-1,8.410771370E0,7.704889178E-1
1.061502880E2,-3.655036688E-1,7.424928665E0,1.300499082E0
1.061669546E2,-5.665007830E-1,7.046862602E0,1.327418327E0
1.061836213E2,-2.081755698E-1,7.197610378E0,1.932204217E-1
1.062002880E2,1.495514158E-2,7.554739475E0,1.222134113E0
1.062169546E2,-8.685946465E-1,7.923233986E0,8.321040869E-1
1.062336213E2,-1.281954765E0,8.681160927E0,5.276173949E-1
1.062502880E2,-1.691127419E0,9.142974854E0,4.187439680E-1
1.062669546E2,-1.890329838E0,9.854242325E0,4.265206456E-1
1.062836213E2,-2.522035122E0,9.853045464E0,7.316055298E-1
1.063002880E2,-2.187638044E0,9.426525116E0,-1.495514214E-1
1.063169546E2,-2.460419893E0,8.498707771E0,-5.084748194E-2
1.063336213E2,-2.550150633E0,8.340183258E0,-2.141576260E-1
1.063502880E2,-3.091526747E0,8.130212784E0,3.116651475E-1
1.063669546E2,-3.139383316E0,8.242077827E0,-5.012963414E-1
1.063836213E2,-3.499503136E0,7.734799385E0,-3.463610709E-1
1.064002879E2,-4.050450325E0,7.581060410E0,4.546362907E-2
1.064169546E2,-3.321237803E0,8.086544037E0,-1.234098315E0
1.064336213E2,-3.116651535E0,8.013563156E0,-2.045863420E-1
1.064502879E2,-3.433700562E0,8.094321251E0,-1.645663738E0
1.064669546E2,-4.056432724E0,7.789834023E0,-5.138586760E-1
1.064836213E2,-5.155336380E0,8.402995110E0,-3.655036688E-1
1.065002879E2,-6.200401783E0,8.303094864E0,-8.476574421E-1
1.065169546E2,-5.771488190E0,8.089534760E0,-8.775677085E-1
1.065336213E2,-5.510072231E0,6.787241459E0,-1.988435626E0
1.065502879E2,-5.685945034E0,6.095715523E0,-1.339382529E0
1.065669546E2,-4.625924587E0,6.945167542E0,-1.235294700E0
1.065836213E2,-4.094717979E0,7.567899704E0,-1.168893814E0
1.066002879E2,-3.834498405E0,7.327421188E0,-4.594219327E-1
1.066169546E2,-3.517449379E0,6.195616245E0,-6.376872063E-1
1.066336213E2,-4.599603176E0,5.667400360E0,-3.888336718E-1
1.066502879E2,-3.819543123E0,5.098506927E0,3.254238665E-1
1.066669546E2,-4.227519512E0,6.344569206E0,4.600201547E-1
1.066836213E2,-3.238685369E0,5.102694511E0,1.204786181E0
1.067002879E2,-3.250051260E0,5.199005604E0,1.357328653E0
1.067169546E2,-1.673181176E0,4.834698200E0,8.931210637E-1
1.067336213E2,-2.454437733E0,5.578267574E0,-4.899304509E-1
1.067502879E2,3.409772217E-1,8.059026718E0,1.855633974E0
1.067669546E2,2.830111027E0,1.127498055E1,8.679963946E-1
1.067836213E2,1.342971683E0,1.422413445E1,1.246062398E0
1.068002879E2,-2.253440619E0,1.862632942E1,9.134600163E-1
1.068169546E2,-5.757729530E0,1.754477310E1,-2.370688915E0
1.068336213E2,-6.957729816E0,1.641296959E1,-4.272983074E0
1.068502879E2,-4.599603176E0,1.295474148E1,-3.224328518E0
1.068669546E2,-3.178266764E0,1.104407310E1,-2.930011272E0
1.068836213E2,-1.512263894E0,9.354142189E0,-2.566302299E0
1.069002879E2,-2.138585329E0,1.381316662E1,-1.359123230E0
1.069169546E2,-3.918246984E0,2.095335007E1,-1.968694806E0
1.069336213E2,-2.478366137E0,1.856411552E1,-2.008176327E0
1.069502879E2,-1.679163337E0,1.588894081E1,-1.135992527E0
1.069669546E2,1.130608693E-1,1.394596863E1,-8.859425783E-1
1.069836213E2,1.297508121E0,1.370070457E1,4.241278172E-1
1.070002879E2,2.072782516E0,1.366660690E1,9.373882413E-1
1.070169546E2,1.774876237E0,1.360080433E1,1.627717614E0
1.070336213E2,1.070788130E-1,1.174217892E1,1.800599098E-1
1.070502879E2,-4.480560422E-1,1.039083195E1,1.026520967E0
1.070669546E2,-1.227517962E0,9.138788223E0,1.459621787E-1
1.070836213E2,-1.810170293E0,8.596215248E0,-1.794617027E-1
1.071002879E2,-4.486542344E-1,8.609375954E0,-3.062812984E-1
1.071169546E2,7.202396393E-1,8.417351723E0,-2.721835673E-1
1.071336213E2,7.046862841E-1,8.379665375E0,-1.244267747E-1
1.071502879E2,3.092723191E-1,8.182855606E0,8.255238086E-2
1.071669546E2,-1.148554832E-1,7.475776196E0,5.330012441E-1
1.071836212E2,-3.768695593E-1,7.142575741E0,-4.151547253E-1
1.072002879E2,-6.777670383E-1,7.794619560E0,-9.577272534E-1
1.072169546E2,-8.045865893E-1,8.119445801E0,-8.063812256E-1
1.072336212E2,-1.557129383E0,8.676374435E0,-6.933203340E-1
1.072502879E2,-2.417947292E0,8.711668968E0,-7.004988194E-1
1.072669546E2,-2.374278307E0,9.100502968E0,-2.033899277E-1
1.072836212E2,-1.569093466E0,9.032307625E0,2.045863420E-1
1.073002879E2,-1.076770186E0,8.556135178E0,1.136590764E-1
1.073169546E2,-9.696913958E-1,8.398209572E0,-1.435693540E-2
1.073336212E2,-1.042074203E0,7.935198307E0,1.956132501E-1
1.073502879E2,-1.409970760E0,7.807182312E0,-7.633104324E-1
1.073669546E2,-1.217946768E0,9.396614075E0,3.110669367E-2
1.073836212E2,-1.090528965E0,1.182712460E1,-4.893322289E-1
1.074002879E2,-9.415757060E-1,1.234995556E1,-3.888336942E-2
1.074169546E2,-2.829512656E-1,1.142393398E1,-3.056831062E-1
1.074336212E2,-1.172483116E-1,9.390632629E0,1.597209126E-1
1.074502879E2,-2.410768867E-1,9.699904442E0,-1.184447184E-1
1.074669546E2,-1.734796353E-2,1.175533962E1,6.939185411E-2
1.074836212E2,3.565305769E-1,1.227757263E1,5.324030295E-2
1.075002879E2,5.515456200E-1,1.152802086E1,-2.153540403E-2
1.075169546E2,-1.830509305E-1,1.028674412E1,-4.049852192E-1
1.075336212E2,-2.572284341E-1,1.057388306E1,-2.572284341E-1
1.075502879E2,6.101697683E-2,1.059362411E1,-3.834498227E-1
1.075669546E2,2.566302419E-1,1.047099209E1,-9.990034252E-2
1.075836212E2,2.955136001E-1,1.020359421E1,-9.511470050E-2
1.076002879E2,8.434699476E-2,9.596415520E0,6.580262631E-2
1.076169546E2,-9.212367237E-2,9.294919968E0,4.546362907E-2
1.076336212E2,-1.746760458E-1,9.385248184E0,8.793623000E-2
1.076502879E2,-1.136590727E-2,9.863214493E0,-3.050848842E-2
1.076669546E2,8.315058798E-2,1.011206818E1,4.187439755E-2
1.076836212E2,-5.084748194E-2,1.010668468E1,-2.632104978E-2
1.077002879E2,-2.273181453E-2,9.806983948E0,2.273181528E-1
1.077169546E2,2.374876440E-1,9.134600639E0,4.163511395E-1
1.077336212E2,3.978067636E-1,9.288937569E0,8.093722463E-1
1.077502879E2,3.206382394E-1,9.479764938E0,7.178468108E-1
1.077669546E2,5.910272002E-1,9.857233047E0,4.432703853E-1
1.077836212E2,5.180460811E-1,1.020598698E1,4.612165689E-1
1.078002879E2,1.471585929E-1,9.970891953E0,6.161518097E-1
1.078169546E2,1.549352705E-1,9.588040352E0,3.391826153E-1
1.078336212E2,1.513460279E-1,9.573084831E0,1.812563092E-1
1.078502879E2,1.076770201E-1,9.620343208E0,1.615155339E-1
1.078669546E2,5.982056633E-2,9.463015556E0,1.902294010E-1
1.078836212E2,-3.290131092E-1,9.077771187E0,-4.438686073E-1
1.079002879E2,-6.927221417E-1,8.953942299E0,8.793623000E-2
1.079169546E2,-4.510470629E-1,9.113663673E0,5.156532526E-1
1.079336212E2,-2.949153781E-1,9.382257462E0,7.842476368E-1
1.079502879E2,1.351944804E-1,9.876375198E0,9.601200819E-1
1.079669546E2,-3.236292601E-1,1.047697353E1,1.042074203E0
1.079836212E2,-1.866401672E0,1.130907822E1,1.324427366E0
1.080002879E2,-2.303091764E0,1.141735363E1,1.115653515E0
1.080169546E2,-2.293520451E0,1.109073257E1,5.467599630E-1
1.080336212E2,-1.880758643E0,1.012403297E1,-2.997010350E-1
1.080502879E2,-1.590030670E0,9.541978836E0,-4.259224236E-1
1.080669545E2,-1.269990563E0,8.899505615E0,1.166501045E-1
1.080836212E2,-1.730010748E0,8.543573380E0,1.431506157E0
1.081002879E2,-2.224128723E0,8.495717049E0,1.919641972E0
1.081169545E2,-3.090330362E0,8.001599312E0,2.237289190E0
1.081336212E2,-3.134597778E0,7.653443336E0,2.480758905E0
1.081502879E2,-2.568096876E0,8.040482521E0,1.807179332E0
1.081669545E2,-2.181057930E0,8.708678246E0,1.179063320E0
1.081836212E2,-1.862812400E0,9.406186104E0,8.476574421E-1
1.082002879E2,-1.766501307E0,9.673583984E0,6.999006271E-1
1.082169545E2,-2.026720762E0,1.007856941E1,6.209374666E-1
1.082336212E2,-2.840280533E0,1.002413273E1,7.387840152E-1
1.082502879E2,-3.296711445E0,9.526425362E0,9.116654396E-1
1.082669545E2,-3.704089403E0,9.154341698E0,1.557727575E0
1.082836212E2,-3.573680639E0,8.930013657E0,1.568495274E0
1.083002879E2,-2.405983210E0,8.681160927E0,1.779661894E0
1.083169545E2,-8.566305041E-1,9.293723106E0,2.055434704E0
1.083336212E2,2.249253243E-1,1.032024384E1,2.413161755E0
1.083502879E2,-5.413761139E-1,9.305088997E0,2.402393818E0
1.083669545E2,7.106683254E-1,1.071805096E1,2.259422779E0
1.083836212E2,1.342373490E0,1.217707443E1,2.197807550E0
1.084002879E2,4.624129832E-1,1.163510036E1,2.376671076E0
1.084169545E2,5.294120312E-1,1.120558834E1,2.544766903E0
1.084336212E2,7.046862841E-1,1.072821999E1,2.474776745E0
1.084502879E2,6.622136831E-1,1.011685371E1,2.598605394E0
1.084669545E2,7.375875711E-1,9.988838196E0,2.852842808E0
1.084836212E2,5.551348329E-1,9.816555023E0,2.831905603E0
1.085002879E2,6.364908218E-1,9.936196327E0,2.880360365E0
1.085169545E2,6.699903607E-1,9.931410789E0,2.933002472E0
1.085336212E2,8.626125455E-1,9.750752449E0,2.930011272E0
1.085502879E2,8.380861282E-1,9.550353050E0,3.102294445E0
1.085669545E2,8.847461939E-1,9.031110764E0,3.494119167E0
1.085836212E2,1.383051515E0,8.487341881E0,3.293122053E0
1.086002879E2,1.551147223E0,8.714061737E0,3.848855257E0
1.086169545E2,1.645065546E0,8.676973343E0,4.203591347E0
1.086336212E2,1.859223247E0,8.223533630E0,3.999603033E0
1.086502879E2,1.297508121E0,7.935198307E0,4.042674065E0
1.086669545E2,1.479362607E0,8.529814720E0,4.603192329E0
1.086836212E2,1.272383451E0,7.720442295E0,4.262813568E0
1.087002879E2,8.554341197E-1,7.146164894E0,4.278367043E0
1.087169545E2,6.191428304E-1,7.613363266E0,4.171288013E0
1.087336212E2,8.135597110E-1,6.725028038E0,4.235296249E0
1.087502879E2,8.685946465E-1,5.817550182E0,4.250251293E0
1.087669545E2,7.812566161E-1,5.746363640E0,4.406980991E0
1.087836212E2,9.164510965E-1,5.569892883E0,4.369892120E0
1.088002879E2,1.007378340E0,5.913861275E0,4.356133461E0
1.088169545E2,1.127019525E0,6.034100533E0,4.386044025E0
1.088336212E2,1.323230863E0,6.029912949E0,4.502095699E0
1.088502878E2,1.222134113E0,5.943771362E0,4.530211449E0
1.088669545E2,1.066600680E0,6.421737671E0,4.643272400E0
1.088836212E2,9.672985673E-1,7.042675018E0,4.857429981E0
1.089002878E2,7.651050687E-1,7.400402069E0,4.745565414E0
1.089169545E2,1.878365725E-1,8.980263710E0,4.821537495E0
1.089336212E2,-1.016949639E-1,1.321137238E1,6.098706722E0
1.089502878E2,1.651047587E0,1.570529175E1,7.589435101E0
1.089669545E2,3.472583771E0,1.459262848E1,7.414160728E0
1.089836212E2,3.742374659E0,1.355115318E1,7.082156658E0
1.090002878E2,3.203391314E0,1.298166084E1,7.374081135E0
1.090169545E2,2.247458696E0,1.391366577E1,6.839883327E0
1.090336212E2,2.662015259E-1,1.446580887E1,6.631708145E0
1.090502878E2,-7.381857634E-1,1.429771328E1,7.354340553E0
1.090669545E2,-5.485545993E-1,1.272682571E1,7.614559650E0
1.090836212E2,-4.205385745E-1,1.211067390E1,7.419544697E0
1.091002878E2,-1.271187067E0,1.036630630E1,6.658029079E0
1.091169545E2,-2.578266382E0,8.420342445E0,5.925825119E0
1.091336212E2,-3.424129248E0,7.850253105E0,4.657031059E0
1.091502878E2,-3.094517946E0,8.981459618E0,3.899702787E0
1.091669545E2,-2.647060156E0,9.407382011E0,3.631108284E0
1.091836212E2,-2.069791555E0,9.555138588E0,2.880958557E0
1.092002878E2,-1.986042738E0,9.127422333E0,2.069791555E0
1.092169545E2,-2.459821701E0,7.896913052E0,1.540379524E0
1.092336212E2,-3.177668571E0,7.129415035E0,1.286142230E0
1.092502878E2,-3.357130051E0,7.046264648E0,9.068797827E-1
1.092669545E2,-3.170490026E0,7.958528042E0,6.406782866E-1
1.092836212E2,-2.665604353E0,9.055637360E0,9.696913958E-1
1.093002878E2,-2.263610125E0,9.538987160E0,9.918249846E-1
1.093169545E2,-2.690729141E0,8.759525299E0,1.179661512E0
1.093336212E2,-2.605783939E0,9.438488960E0,1.185045362E0
1.093502878E2,-2.798406124E0,9.146564484E0,1.283749342E0
1.093669545E2,-2.926422119E0,9.049654961E0,1.043868899E0
1.093836212E2,-2.692523718E0,8.906085968E0,6.777670383E-1
1.094002878E2,-2.784647465E0,8.724829674E0,8.967102766E-1
1.094169545E2,-2.069193363E0,8.947361946E0,9.696913958E-1
1.094336212E2,-2.417947292E0,9.042476654E0,1.272981644E0
1.094502878E2,-1.631306887E0,9.072386742E0,8.685946465E-1
1.094669545E2,-1.770090580E0,8.876175880E0,8.243274093E-1
1.094836212E2,-2.504687071E0,8.563314438E0,7.992027402E-1
1.095002878E2,-2.166700840E0,8.391629219E0,6.299105883E-1
1.095169545E2,-2.517847538E0,8.419146538E0,6.747759581E-1
1.095336212E2,-2.217548370E0,8.371888161E0,3.667000830E-1
1.095502878E2,-2.781656265E0,8.480761528E0,5.772684813E-1
1.095669545E2,-2.464607239E0,8.668000221E0,5.318048596E-1
1.095836212E2,-2.960519791E0,8.470592499E0,6.664010882E-1
1.096002878E2,-2.303091764E0,8.323433876E0,2.464607358E-1
1.096169545E2,-2.761317253E0,7.969295979E0,6.203392744E-1
1.096336212E2,-2.117648125E0,7.856832981E0,7.166503668E-1
1.096502878E2,-1.939980984E0,7.867002487E0,7.178468108E-1
1.096669545E2,-1.650449395E0,7.762914658E0,6.346961856E-1
1.096836212E2,-1.704886079E0,8.011768341E0,8.159525394E-1
1.097002878E2,-1.607378602E0,8.054241180E0,5.916253924E-1
1.097169545E2,-1.968096614E0,8.124829292E0,5.503492355E-1
1.097336211E2,-1.850848317E0,8.157731056E0,3.128615618E-1
1.097502878E2,-2.039881229E0,8.196015358E0,4.923232496E-1
1.097669545E2,-2.161317110E0,8.463413239E0,5.533402562E-1
1.097836211E2,-2.235494614E0,8.611768723E0,7.872386575E-1
1.098002878E2,-2.184647083E0,8.195417404E0,5.724828243E-1
1.098169545E2,-2.352742910E0,7.688737392E0,6.765705943E-1
1.098336211E2,-2.468794823E0,7.817949772E0,7.471588850E-1
1.098502878E2,-2.673979282E0,8.772686005E0,8.165507317E-1
1.098669545E2,-2.761915445E0,9.398408890E0,8.494520187E-1
1.098836211E2,-3.043072224E0,1.026700401E1,8.273184299E-1
1.099002878E2,-3.099901676E0,9.994820595E0,8.033902049E-1
1.099169545E2,-3.536591768E0,8.840881348E0,4.462614357E-1
1.099336211E2,-3.983451605E0,7.534400463E0,1.848455518E-1
1.099502878E2,-4.499104977E0,6.965506554E0,5.862415433E-1
1.099669545E2,-4.054637909E0,7.182655334E0,8.817551732E-1
1.099836211E2,-1.675574064E0,8.736195564E0,1.809572101E0
1.100002878E2,-1.698904037E0,1.019342422E1,1.880758643E0
1.100169545E2,-3.729214191E0,1.074855900E1,1.132403374E0
1.100336211E2,-5.593223095E0,1.117149067E1,6.622136831E-1
1.100502878E2,-5.533402443E0,1.129472065E1,3.565305769E-1
1.100669545E2,-3.483949661E0,1.207597733E1,6.275177598E-1
