"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.001881168E0,5.123596191E-1,9.303863525E0,-4.309082031E-2,9.318060190E0
1.006886051E0,6.224975586E-1,9.423583984E0,1.435852051E-2,9.444132808E0
1.011921451E0,7.517852783E-1,9.533706665E0,3.831481934E-2,9.563378687E0
1.016956851E0,8.714904785E-1,9.639053345E0,5.746459961E-2,9.678540552E0
1.021992252E0,8.666992188E-1,9.758773804E0,2.873229980E-2,9.797227120E0
1.026997135E0,8.236083984E-1,9.868896484E0,-9.582519531E-3,9.903208593E0
1.032032535E0,7.230529785E-1,9.979034424E0,-7.661437988E-2,1.000548866E1
1.037067935E0,5.746154785E-1,1.007958984E1,-1.484375000E-1,1.009704650E1
1.042072818E0,4.118041992E-1,1.021846008E1,-2.729339600E-1,1.023039599E1
1.047108218E0,2.825164795E-1,1.035731506E1,-3.926544189E-1,1.036860494E1
1.052143619E0,1.628112793E-1,1.047224426E1,-5.506591797E-1,1.048797564E1
1.057179019E0,4.791259766E-3,1.063983154E1,-7.134704590E-1,1.066372722E1
1.062183902E0,-1.340789795E-1,1.080743408E1,-8.619079590E-1,1.084257783E1
1.067219302E0,-2.059020996E-1,1.094149780E1,-1.005569458E0,1.098953774E1
1.072254703E0,-3.399810791E-1,1.103248596E1,-1.091751099E0,1.109158483E1
1.077290103E0,-3.878631592E-1,1.108993530E1,-1.154006958E0,1.115656017E1
1.082294986E0,-4.740447998E-1,1.107557678E1,-1.144424438E0,1.114463220E1
1.087330386E0,-5.410919189E-1,1.102290344E1,-1.058242798E0,1.108679659E1
1.092365787E0,-6.177062988E-1,1.090798950E1,-9.337310791E-1,1.096529296E1
1.097401187E0,-6.416473389E-1,1.076911926E1,-8.044586182E-1,1.081816965E1
1.102406070E0,-7.086791992E-1,1.059674072E1,-6.224975586E-1,1.063863917E1
1.107441470E0,-7.038879395E-1,1.046745300E1,-4.118041992E-1,1.049917203E1
1.112476871E0,-7.326202393E-1,1.034295654E1,-2.537841797E-1,1.037197613E1
1.117512271E0,-7.422027588E-1,1.025675964E1,-9.097290039E-2,1.028398072E1
1.122517154E0,-8.810729980E-1,1.024240112E1,2.394104004E-2,1.028025503E1
1.127552554E0,-9.768371582E-1,1.024240112E1,-9.582519531E-3,1.028888154E1
1.132587955E0,-1.043869019E0,1.023281860E1,-1.292877197E-1,1.028673682E1
1.137623355E0,-1.058242798E0,1.026155090E1,-2.394256592E-1,1.031875135E1
1.142628238E0,-8.810729980E-1,1.029985046E1,-3.447723389E-1,1.034321406E1
1.147663638E0,-6.655883789E-1,1.039083862E1,-2.585754395E-1,1.041534428E1
1.152699039E0,-5.219421387E-1,1.051533508E1,-1.101379395E-1,1.052885682E1
1.157703922E0,-4.596862793E-1,1.072602844E1,-1.292877197E-1,1.073665278E1
1.162739322E0,-5.410919189E-1,1.098937988E1,-4.692687988E-1,1.101269558E1
1.167774722E0,-5.793914795E-1,1.126712036E1,-1.096542358E0,1.133517097E1
1.172810123E0,-5.027770996E-1,1.153047180E1,-1.891418457E0,1.169538493E1
1.177815006E0,-4.596862793E-1,1.181777954E1,-2.652770996E0,1.212057832E1
1.182850406E0,-4.501037598E-1,1.208593750E1,-3.304000854E0,1.253749976E1
1.187885806E0,-3.687133789E-1,1.228225708E1,-3.811569214E0,1.286537401E1
1.192921207E0,-3.830718994E-1,1.241633606E1,-4.151550293E0,1.309761486E1
1.197926090E0,-2.873077393E-1,1.248336792E1,-4.400543213E0,1.323940334E1
1.202961490E0,-4.501037598E-1,1.245942688E1,-4.515457153E0,1.326006278E1
1.207996890E0,-4.309539795E-1,1.243069458E1,-4.558563232E0,1.324720302E1
1.213032291E0,-3.447723389E-1,1.229661560E1,-4.620803833E0,1.314067925E1
1.218037174E0,-3.064575195E-1,1.209550476E1,-4.596862793E0,1.294319509E1
1.223072574E0,-2.394256592E-1,1.194706726E1,-4.419692993E0,1.274062114E1
1.228107974E0,0.000000000E0,1.175074768E1,-4.218582153E0,1.248505132E1
1.233112857E0,1.819610596E-1,1.158793640E1,-3.940856934E0,1.224106749E1
1.238148258E0,4.884185791E-1,1.152568054E1,-3.677490234E0,1.210800558E1
1.243183658E0,8.571166992E-1,1.145385742E1,-3.476379395E0,1.200044635E1
1.248219058E0,1.292861938E0,1.143949890E1,-3.366241455E0,1.199438238E1
1.253223941E0,1.470046997E0,1.142034912E1,-3.327941895E0,1.198585039E1
1.258259342E0,1.728607178E0,1.143949890E1,-3.414138794E0,1.206261007E1
1.263294742E0,1.857894897E0,1.138682556E1,-3.586517334E0,1.208199803E1
1.268330142E0,1.987182617E0,1.124316406E1,-3.811569214E0,1.203684729E1
1.273335025E0,2.030288696E0,1.102769470E1,-4.017471313E0,1.191101164E1
1.278370426E0,2.030288696E0,1.078347778E1,-4.103668213E0,1.171518494E1
1.283405826E0,1.910568237E0,1.043872070E1,-4.108444214E0,1.137965179E1
1.288410709E0,1.747772217E0,1.006044006E1,-4.003112793E0,1.096777434E1
1.293446109E0,1.580169678E0,9.648635864E0,-3.797210693E0,1.048865670E1
1.298481510E0,1.383850098E0,9.227249146E0,-3.533843994E0,9.977235151E0
1.303516910E0,1.235412598E0,8.767562866E0,-3.232177734E0,9.425676411E0
1.308521793E0,1.115692139E0,8.331817627E0,-2.935287476E0,8.903924218E0
1.313557193E0,1.000778198E0,7.900863647E0,-2.614471436E0,8.382163460E0
1.318592593E0,9.624633789E-1,7.465118408E0,-2.303222656E0,7.871414308E0
1.323627994E0,9.337310791E-1,7.062896729E0,-2.025497437E0,7.406686425E0
1.328632877E0,8.762817383E-1,6.689407349E0,-1.790863037E0,6.980202775E0
1.333668277E0,8.523406982E-1,6.363784790E0,-1.661575317E0,6.632124400E0
1.338703677E0,8.092346191E-1,6.062118530E0,-1.584960938E0,6.317930272E0
1.343708560E0,7.661437988E-1,5.832275391E0,-1.594543457E0,6.094668276E0
1.348743961E0,6.847381592E-1,5.669464111E0,-1.661575317E0,5.947480323E0
1.353779361E0,5.793914795E-1,5.554550171E0,-1.786071777E0,5.863341580E0
1.358814761E0,4.836273193E-1,5.516235352E0,-1.939300537E0,5.867165790E0
1.363819644E0,3.639221191E-1,5.559341431E0,-2.068588257E0,5.942875889E0
1.368855045E0,2.968750000E-1,5.664688110E0,-2.212249756E0,6.088585643E0
1.373890445E0,2.202606201E-1,5.880157471E0,-2.322372437E0,6.325992440E0
1.378895328E0,1.388702393E-1,6.191406250E0,-2.418136597E0,6.648321660E0
1.383930728E0,6.703186035E-2,6.569686890E0,-2.499542236E0,7.029437423E0
1.388966129E0,2.873229980E-2,7.015014648E0,-2.557006836E0,7.466561459E0
1.394001529E0,3.831481934E-2,7.508209229E0,-2.595321655E0,7.944203443E0
1.399006412E0,1.244964600E-1,8.025360107E0,-2.624038696E0,8.444375839E0
1.404041812E0,1.628112793E-1,8.561660767E0,-2.686294556E0,8.974671082E0
1.409077213E0,2.011108398E-1,9.121902466E0,-2.786849976E0,9.540234953E0
1.414112613E0,2.394256592E-1,9.667785645E0,-2.892196655E0,1.009396876E1
1.419117496E0,2.537841797E-1,1.018493652E1,-3.031066895E0,1.062942637E1
1.424152896E0,2.585754395E-1,1.068292236E1,-3.198654175E0,1.115450940E1
1.429188297E0,2.250518799E-1,1.112825012E1,-3.356674194E0,1.162565528E1
1.434193179E0,1.628112793E-1,1.148258972E1,-3.500320435E0,1.200535786E1
1.439228580E0,1.149291992E-1,1.178904724E1,-3.600875854E0,1.232725235E1
